mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
2	2	16/3	0.08333333333333333	1/3	1/3	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	63
2	2	65/12	0.08333333333333333	17/48	17/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	64
2	2	11/2	0.08333333333333333	3/8	3/8	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	65
2	2	67/12	0.08333333333333333	19/48	19/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	66
2	2	17/3	0.08333333333333333	5/12	5/12	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	67
2	2	23/4	0.08333333333333333	7/16	7/16	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	68
2	2	35/6	0.08333333333333333	11/24	11/24	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	69
2	2	71/12	0.08333333333333333	23/48	23/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	70
2	2	6	0.08333333333333333	1/2	1/2	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	71
2	2	6	0.25	1/2	1/2	4/4	1	4	1/16		1/16	1	-1	7	73	C#5	5	90
2	2	73/12	0.08333333333333333	25/48	25/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	72
2	2	37/6	0.08333333333333333	13/24	13/24	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	73
2	2	25/4	0.08333333333333333	9/16	9/16	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	74
2	2	19/3	0.08333333333333333	7/12	7/12	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	75
2	2	77/12	0.08333333333333333	29/48	29/48	4/4	1	1	1/48		1/32	2/3		0	72	C5	5	76
2	2	77/12	0.08333333333333333	29/48	29/48	4/4	1	4	1/48		1/32	2/3		0	72	C5	5	91
2	2	13/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		5	71	B4	4	77
2	2	13/2	0.125	5/8	5/8	4/4	1	4	1/32		1/32	1		5	71	B4	4	92
2	2	53/8	0.125	21/32	21/32	4/4	1	1	1/32		1/32	1		9	75	D#5	5	78
2	2	27/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		1	79	G5	5	79
2	2	55/8	0.125	23/32	23/32	4/4	1	1	1/32		1/32	1		-2	70	Bb4	4	80
2	2	55/8	0.125	23/32	23/32	4/4	1	4	1/32		1/32	1		-2	70	Bb4	4	93
2	2	7	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		3	69	A4	4	81
2	2	57/8	0.125	25/32	25/32	4/4	1	1	1/32		1/32	1		7	73	C#5	5	82
2	2	29/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		-1	77	F5	5	83
2	2	59/8	0.125	27/32	27/32	4/4	1	1	1/32		1/32	1		-4	68	Ab4	4	84
2	2	15/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		1	67	G4	4	85
2	2	61/8	0.125	29/32	29/32	4/4	1	1	1/32		1/32	1		5	71	B4	4	86
2	2	31/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		9	75	D#5	5	87
2	2	63/8	0.125	31/32	31/32	4/4	1	1	1/32		1/32	1		1	79	G5	5	88
3	3	8	0.08333333333333333	0	0	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	94
3	3	8	3.0	0	0	4/4	1	4	3/4		1/2	3/2	1	7	73	C#5	5	146
3	3	97/12	0.08333333333333333	1/48	1/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	95
3	3	49/6	0.08333333333333333	1/24	1/24	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	96
3	3	33/4	0.08333333333333333	1/16	1/16	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	97
3	3	25/3	0.3333333333333333	1/12	1/12	4/4	2	1	1/12		1/8	2/3		1	67	G4	4	149
3	3	25/3	0.3333333333333333	1/12	1/12	4/4	2	1	1/12		1/8	2/3		5	71	B4	4	149
3	3	25/3	0.08333333333333333	1/12	1/12	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	98
3	3	101/12	0.08333333333333333	5/48	5/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	99
3	3	17/2	0.08333333333333333	1/8	1/8	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	100
3	3	103/12	0.08333333333333333	7/48	7/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	101
3	3	26/3	0.08333333333333333	1/6	1/6	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	102
3	3	26/3	0.3333333333333333	1/6	1/6	4/4	2	1	1/12		1/8	2/3		1	79	G5	5	150
3	3	26/3	0.3333333333333333	1/6	1/6	4/4	2	1	1/12		1/8	2/3		5	83	B5	5	150
3	3	35/4	0.08333333333333333	3/16	3/16	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	103
3	3	53/6	0.08333333333333333	5/24	5/24	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	104
3	3	107/12	0.08333333333333333	11/48	11/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	105
3	3	9	0.08333333333333333	1/4	1/4	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	106
3	3	9	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1	1	-1	77	F5	5	151
3	3	9	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1	1	3	81	A5	5	151
3	3	109/12	0.08333333333333333	13/48	13/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	107
3	3	55/6	0.08333333333333333	7/24	7/24	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	108
3	3	37/4	0.08333333333333333	5/16	5/16	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	109
3	3	28/3	0.08333333333333333	1/3	1/3	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	110
3	3	113/12	0.08333333333333333	17/48	17/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	111
3	3	19/2	0.08333333333333333	3/8	3/8	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	112
3	3	115/12	0.08333333333333333	19/48	19/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	113
3	3	29/3	0.08333333333333333	5/12	5/12	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	114
3	3	39/4	0.08333333333333333	7/16	7/16	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	115
3	3	59/6	0.08333333333333333	11/24	11/24	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	116
3	3	119/12	0.08333333333333333	23/48	23/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	117
3	3	10	0.08333333333333333	1/2	1/2	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	118
3	3	10	0.75	1/2	1/2	4/4	2	1	3/16		1/8	3/2	-1	-1	77	F5	5	152
3	3	10	0.75	1/2	1/2	4/4	2	1	3/16		1/8	3/2	-1	3	81	A5	5	152
3	3	121/12	0.08333333333333333	25/48	25/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	119
3	3	61/6	0.08333333333333333	13/24	13/24	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	120
3	3	41/4	0.08333333333333333	9/16	9/16	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	121
3	3	31/3	0.08333333333333333	7/12	7/12	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	122
3	3	125/12	0.08333333333333333	29/48	29/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	123
3	3	21/2	0.08333333333333333	5/8	5/8	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	124
3	3	127/12	0.08333333333333333	31/48	31/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	125
3	3	32/3	0.08333333333333333	2/3	2/3	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	126
3	3	43/4	0.08333333333333333	11/16	11/16	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	127
3	3	43/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		1	79	G5	5	153
3	3	43/4	0.25	11/16	11/16	4/4	2	1	1/16		1/16	1		5	83	B5	5	153
3	3	65/6	0.08333333333333333	17/24	17/24	4/4	1	1	1/48		1/32	2/3		7	73	C#5	5	128
3	3	131/12	0.08333333333333333	35/48	35/48	4/4	1	1	1/48		1/32	2/3		9	75	D#5	5	129
3	3	11	0.041666666666666664	3/4	3/4	4/4	1	1	1/96		1/64	2/3		7	73	C#5	5	130
3	3	11	0.25	3/4	3/4	4/4	1	4	1/16		1/16	1	-1	7	73	C#5	5	147
3	3	11	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		-1	77	F5	5	154
3	3	11	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		3	81	A5	5	154
3	3	265/24	0.041666666666666664	73/96	73/96	4/4	1	1	1/96		1/64	2/3		9	75	D#5	5	131
3	3	133/12	0.041666666666666664	37/48	37/48	4/4	1	1	1/96		1/64	2/3		7	73	C#5	5	132
3	3	89/8	0.041666666666666664	25/32	25/32	4/4	1	1	1/96		1/64	2/3		9	75	D#5	5	133
3	3	67/6	0.041666666666666664	19/24	19/24	4/4	1	1	1/96		1/64	2/3		7	73	C#5	5	134
3	3	269/24	0.041666666666666664	77/96	77/96	4/4	1	1	1/96		1/64	2/3		9	75	D#5	5	135
3	3	45/4	0.041666666666666664	13/16	13/16	4/4	1	1	1/96		1/64	2/3		7	73	C#5	5	136
3	3	271/24	0.041666666666666664	79/96	79/96	4/4	1	1	1/96		1/64	2/3		9	75	D#5	5	137
3	3	34/3	0.041666666666666664	5/6	5/6	4/4	1	1	1/96		1/64	2/3		7	73	C#5	5	138
3	3	91/8	0.041666666666666664	27/32	27/32	4/4	1	1	1/96		1/64	2/3		9	75	D#5	5	139
3	3	137/12	0.08333333333333333	41/48	41/48	4/4	1	4	1/48		1/32	2/3		5	71	B4	4	148
3	3	137/12	0.041666666666666664	41/48	41/48	4/4	1	1	1/96		1/64	2/3		7	73	C#5	5	140
3	3	275/24	0.041666666666666664	83/96	83/96	4/4	1	1	1/96		1/64	2/3		5	71	B4	4	141
3	3	23/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		3	69	A4	4	142
3	3	93/8	0.125	29/32	29/32	4/4	1	1	1/32		1/32	1		1	67	G4	4	143
3	3	47/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		-1	65	F4	4	144
3	3	95/8	0.125	31/32	31/32	4/4	1	1	1/32		1/32	1		9	63	D#4	4	145
4	4	12	0.08333333333333333	0	0	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	155
4	4	12	2.0	0	0	4/4	1	4	1/2		1/2	1	1	7	61	C#4	4	197
4	4	145/12	0.08333333333333333	1/48	1/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	156
4	4	73/6	0.08333333333333333	1/24	1/24	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	157
4	4	49/4	0.08333333333333333	1/16	1/16	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	158
4	4	37/3	0.08333333333333333	1/12	1/12	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	159
4	4	149/12	0.08333333333333333	5/48	5/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	160
4	4	25/2	0.08333333333333333	1/8	1/8	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	161
4	4	151/12	0.08333333333333333	7/48	7/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	162
4	4	38/3	0.08333333333333333	1/6	1/6	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	163
4	4	51/4	0.08333333333333333	3/16	3/16	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	164
4	4	77/6	0.08333333333333333	5/24	5/24	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	165
4	4	155/12	0.08333333333333333	11/48	11/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	166
4	4	13	0.08333333333333333	1/4	1/4	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	167
4	4	157/12	0.08333333333333333	13/48	13/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	168
4	4	79/6	0.08333333333333333	7/24	7/24	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	169
4	4	53/4	0.08333333333333333	5/16	5/16	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	170
4	4	40/3	0.08333333333333333	1/3	1/3	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	171
4	4	161/12	0.08333333333333333	17/48	17/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	172
4	4	27/2	0.08333333333333333	3/8	3/8	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	173
4	4	163/12	0.08333333333333333	19/48	19/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	174
4	4	41/3	0.08333333333333333	5/12	5/12	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	175
4	4	55/4	0.08333333333333333	7/16	7/16	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	176
4	4	83/6	0.08333333333333333	11/24	11/24	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	177
4	4	167/12	0.08333333333333333	23/48	23/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	178
4	4	14	0.08333333333333333	1/2	1/2	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	179
4	4	14	0.25	1/2	1/2	4/4	1	4	1/16		1/16	1	-1	7	61	C#4	4	198
4	4	169/12	0.08333333333333333	25/48	25/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	180
4	4	85/6	0.08333333333333333	13/24	13/24	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	181
4	4	57/4	0.08333333333333333	9/16	9/16	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	182
4	4	43/3	0.08333333333333333	7/12	7/12	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	183
4	4	173/12	0.08333333333333333	29/48	29/48	4/4	1	1	1/48		1/32	2/3		0	60	C4	4	184
4	4	173/12	0.08333333333333333	29/48	29/48	4/4	1	4	1/48		1/32	2/3		0	60	C4	4	199
4	4	29/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		5	59	B3	3	185
4	4	29/2	0.125	5/8	5/8	4/4	1	4	1/32		1/32	1		5	59	B3	3	200
4	4	117/8	0.125	21/32	21/32	4/4	1	1	1/32		1/32	1		9	63	D#4	4	186
4	4	59/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		1	67	G4	4	187
4	4	119/8	0.125	23/32	23/32	4/4	1	1	1/32		1/32	1		-2	58	Bb3	3	188
4	4	119/8	0.125	23/32	23/32	4/4	1	4	1/32		1/32	1		-2	58	Bb3	3	201
4	4	15	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		3	57	A3	3	189
4	4	121/8	0.125	25/32	25/32	4/4	1	1	1/32		1/32	1		7	61	C#4	4	190
4	4	61/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		-1	65	F4	4	191
4	4	123/8	0.125	27/32	27/32	4/4	1	1	1/32		1/32	1		-4	56	Ab3	3	192
4	4	31/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		1	55	G3	3	193
4	4	125/8	0.125	29/32	29/32	4/4	1	1	1/32		1/32	1		5	59	B3	3	194
4	4	63/4	0.125	15/16	15/16	4/4	1	1	1/32		1/32	1		9	63	D#4	4	195
4	4	127/8	0.125	31/32	31/32	4/4	1	1	1/32		1/32	1		1	67	G4	4	196
5	5	16	0.08333333333333333	0	0	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	202
5	5	16	2.0	0	0	4/4	1	4	1/2		1/2	1	1	7	61	C#4	4	244
5	5	193/12	0.08333333333333333	1/48	1/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	203
5	5	97/6	0.08333333333333333	1/24	1/24	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	204
5	5	65/4	0.08333333333333333	1/16	1/16	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	205
5	5	49/3	0.08333333333333333	1/12	1/12	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	206
5	5	197/12	0.08333333333333333	5/48	5/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	207
5	5	33/2	0.08333333333333333	1/8	1/8	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	208
5	5	199/12	0.08333333333333333	7/48	7/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	209
5	5	50/3	0.08333333333333333	1/6	1/6	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	210
5	5	67/4	0.08333333333333333	3/16	3/16	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	211
5	5	101/6	0.08333333333333333	5/24	5/24	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	212
5	5	203/12	0.08333333333333333	11/48	11/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	213
5	5	17	0.08333333333333333	1/4	1/4	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	214
5	5	205/12	0.08333333333333333	13/48	13/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	215
5	5	103/6	0.08333333333333333	7/24	7/24	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	216
5	5	69/4	0.08333333333333333	5/16	5/16	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	217
5	5	52/3	0.08333333333333333	1/3	1/3	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	218
5	5	209/12	0.08333333333333333	17/48	17/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	219
5	5	35/2	0.08333333333333333	3/8	3/8	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	220
5	5	211/12	0.08333333333333333	19/48	19/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	221
5	5	53/3	0.08333333333333333	5/12	5/12	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	222
5	5	71/4	0.08333333333333333	7/16	7/16	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	223
5	5	107/6	0.08333333333333333	11/24	11/24	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	224
5	5	215/12	0.08333333333333333	23/48	23/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	225
5	5	18	0.08333333333333333	1/2	1/2	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	226
5	5	18	0.25	1/2	1/2	4/4	1	4	1/16		1/16	1	-1	7	61	C#4	4	245
5	5	217/12	0.08333333333333333	25/48	25/48	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	227
5	5	109/6	0.08333333333333333	13/24	13/24	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	228
5	5	73/4	0.08333333333333333	9/16	9/16	4/4	1	1	1/48		1/32	2/3		9	63	D#4	4	229
5	5	55/3	0.08333333333333333	7/12	7/12	4/4	1	1	1/48		1/32	2/3		7	61	C#4	4	230
5	5	221/12	0.08333333333333333	29/48	29/48	4/4	1	1	1/48		1/32	2/3		0	60	C4	4	231
5	5	221/12	0.08333333333333333	29/48	29/48	4/4	1	4	1/48		1/32	2/3		0	60	C4	4	246
5	5	37/2	0.125	5/8	5/8	4/4	1	1	1/32		1/32	1		5	59	B3	3	232
5	5	37/2	0.125	5/8	5/8	4/4	1	4	1/32		1/32	1		5	59	B3	3	247
5	5	149/8	0.125	21/32	21/32	4/4	1	1	1/32		1/32	1		9	63	D#4	4	233
5	5	75/4	0.125	11/16	11/16	4/4	1	1	1/32		1/32	1		1	67	G4	4	234
5	5	151/8	0.125	23/32	23/32	4/4	1	1	1/32		1/32	1		-2	58	Bb3	3	235
5	5	151/8	0.125	23/32	23/32	4/4	1	4	1/32		1/32	1		-2	58	Bb3	3	248
5	5	19	0.125	3/4	3/4	4/4	1	1	1/32		1/32	1		3	57	A3	3	236
5	5	153/8	0.125	25/32	25/32	4/4	1	1	1/32		1/32	1		7	61	C#4	4	237
5	5	77/4	0.125	13/16	13/16	4/4	1	1	1/32		1/32	1		-1	65	F4	4	238
5	5	155/8	0.125	27/32	27/32	4/4	1	1	1/32		1/32	1		-4	56	Ab3	3	239
5	5	39/2	0.125	7/8	7/8	4/4	1	1	1/32		1/32	1		1	55	G3	3	240
5	5	157/8	0.125	29/32	29/32	4/4	1	1	1/32		1/32	1		5	59	B3	3	241
