quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
12	0.0	5	5	0	0	3/4	2	1	0	acciaccatura	1/8	1		5	35	29
12	0.5	5	5	0	0	3/4	2	1	1/8		1/8	1		5	47	30
13	1.0	5	5	1/4	1/4	3/4	2	1	1/4		1/4	1		5	47	31
13	1.0	5	5	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54	31
13	1.0	5	5	1/4	1/4	3/4	1	2	1/4		1/4	1		2	62	27
13	0.5	5	5	1/4	1/4	3/4	1	1	1/8		1/8	1		8	68	23
27/2	0.5	5	5	3/8	3/8	3/4	1	1	1/8		1/8	1		5	71	24
14	1.0	5	5	1/2	1/2	3/4	2	1	1/4		1/4	1		7	49	32
14	1.0	5	5	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59	32
14	1.0	5	5	1/2	1/2	3/4	1	2	1/4		1/4	1		11	65	28
14	0.5	5	5	1/2	1/2	3/4	1	1	1/8		1/8	1		8	68	25
29/2	0.5	5	5	5/8	5/8	3/4	1	1	1/8		1/8	1		3	69	26
15	1.5	6	6	0	0	3/4	2	1	3/8		1/4	3/2		2	50	40
15	1.5	6	6	0	0	3/4	2	1	3/8		1/4	3/2		3	57	40
15	1.0	6	6	0	0	3/4	1	2	1/4		1/4	1		2	62	39
15	0.3333333333333333	6	6	0	0	3/4	1	1	1/12		1/8	2/3		8	68	33
46/3	0.3333333333333333	6	6	1/12	1/12	3/4	1	1	1/12		1/8	2/3		6	66	34
47/3	0.3333333333333333	6	6	1/6	1/6	3/4	1	1	1/12		1/8	2/3		4	64	35
16	0.5	6	6	1/4	1/4	3/4	1	1	1/8		1/8	1		2	62	36
33/2	0.5	6	6	3/8	3/8	3/4	2	1	1/8		1/8	1		3	45	41
33/2	0.5	6	6	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57	41
33/2	0.5	6	6	3/8	3/8	3/4	1	1	1/8		1/8	1		7	61	37
33/2	0.5	6	6	3/8	3/8	3/4	1	1	1/8		1/8	1		4	64	37
17	1.0	6	6	1/2	1/2	3/4	2	1	1/4		1/4	1		2	50	42
17	1.0	6	6	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57	42
17	1.0	6	6	1/2	1/2	3/4	1	1	1/4		1/4	1		2	62	38
17	1.0	6	6	1/2	1/2	3/4	1	1	1/4		1/4	1		6	66	38
18	0.0	7	7	0	0	3/4	2	1	0	acciaccatura	1/8	1		5	35	47
18	0.5	7	7	0	0	3/4	2	1	1/8		1/8	1		5	47	48
19	2.0	7	7	1/4	1/4	3/4	2	1	1/2		1/2	1		5	47	49
19	2.0	7	7	1/4	1/4	3/4	2	1	1/2		1/2	1		6	54	49
19	2.0	7	7	1/4	1/4	3/4	1	2	1/2		1/2	1		2	62	46
19	0.5	7	7	1/4	1/4	3/4	1	1	1/8		1/8	1		8	68	43
39/2	0.5	7	7	3/8	3/8	3/4	1	1	1/8		1/8	1		3	69	44
20	1.0	7	7	1/2	1/2	3/4	1	1	1/4		1/4	1		8	68	45
21	0.0	8	8	0	0	3/4	2	1	0	acciaccatura	1/8	1		3	33	57
21	0.5	8	8	0	0	3/4	2	1	1/8		1/8	1		3	45	58
22	2.0	8	8	1/4	1/4	3/4	2	1	1/2		1/2	1		3	45	59
22	2.0	8	8	1/4	1/4	3/4	2	1	1/2		1/2	1		6	54	59
22	2.0	8	8	1/4	1/4	3/4	1	2	1/2		1/2	1		7	61	56
22	0.3333333333333333	8	8	1/4	1/4	3/4	1	1	1/12		1/8	2/3		6	66	50
67/3	0.3333333333333333	8	8	1/3	1/3	3/4	1	1	1/12		1/8	2/3		8	68	51
68/3	0.3333333333333333	8	8	5/12	5/12	3/4	1	1	1/12		1/8	2/3		3	69	52
23	0.3333333333333333	8	8	1/2	1/2	3/4	1	1	1/12		1/8	2/3		7	73	53
70/3	0.3333333333333333	8	8	7/12	7/12	3/4	1	1	1/12		1/8	2/3		3	69	54
71/3	0.3333333333333333	8	8	2/3	2/3	3/4	1	1	1/12		1/8	2/3		6	66	55
24	0.0	9	9	0	0	3/4	2	1	0	acciaccatura	1/8	1		5	35	66
24	0.5	9	9	0	0	3/4	2	1	1/8		1/8	1		5	47	67
25	1.0	9	9	1/4	1/4	3/4	2	1	1/4		1/4	1		5	47	68
25	1.0	9	9	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54	68
25	1.0	9	9	1/4	1/4	3/4	1	2	1/4		1/4	1		2	62	64
25	0.5	9	9	1/4	1/4	3/4	1	1	1/8		1/8	1		8	68	60
51/2	0.5	9	9	3/8	3/8	3/4	1	1	1/8		1/8	1		5	71	61
26	1.0	9	9	1/2	1/2	3/4	2	1	1/4		1/4	1		7	49	69
26	1.0	9	9	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59	69
26	1.0	9	9	1/2	1/2	3/4	1	2	1/4		1/4	1		11	65	65
26	0.5	9	9	1/2	1/2	3/4	1	1	1/8		1/8	1		8	68	62
53/2	0.5	9	9	5/8	5/8	3/4	1	1	1/8		1/8	1		3	69	63
27	2.0	10	10	0	0	3/4	2	2	1/2		1/2	1		6	42	78
27	1.0	10	10	0	0	3/4	2	1	1/4		1/4	1		2	50	76
27	1.0	10	10	0	0	3/4	2	1	1/4		1/4	1		5	59	76
27	1.0	10	10	0	0	3/4	1	2	1/4		1/4	1		2	62	74
27	0.3333333333333333	10	10	0	0	3/4	1	1	1/12		1/8	2/3		8	68	70
82/3	0.3333333333333333	10	10	1/12	1/12	3/4	1	1	1/12		1/8	2/3		6	66	71
83/3	0.3333333333333333	10	10	1/6	1/6	3/4	1	1	1/12		1/8	2/3		4	64	72
28	1.0	10	10	1/4	1/4	3/4	2	1	1/4		1/4	1		7	49	77
28	1.0	10	10	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	77
28	1.0	10	10	1/4	1/4	3/4	1	2	1/4		1/4	1		7	61	75
28	1.0	10	10	1/4	1/4	3/4	1	1	1/4		1/4	1		6	66	73
30	0.0	11	11	0	0	3/4	2	1	0	acciaccatura	1/8	1		6	30	84
30	3.0	11	11	0	0	3/4	2	1	3/4		1/2	3/2		6	42	85
31	1.0	11	11	1/4	1/4	3/4	1	2	1/4		1/4	1		3	57	82
31	0.75	11	11	1/4	1/4	3/4	1	1	3/16		1/8	3/2		7	61	79
127/4	0.25	11	11	7/16	7/16	3/4	1	1	1/16		1/16	1		6	66	80
32	1.0	11	11	1/2	1/2	3/4	1	2	1/4		1/4	1		8	56	83
32	1.0	11	11	1/2	1/2	3/4	1	1	1/4		1/4	1		5	59	81
33	3.0	12	12	0	0	3/4	2	2	3/4		1/2	3/2		6	42	93
33	2.0	12	12	0	0	3/4	2	1	1/2		1/2	1		7	49	91
34	1.0	12	12	1/4	1/4	3/4	1	2	1/4		1/4	1		3	57	89
34	0.75	12	12	1/4	1/4	3/4	1	1	3/16		1/8	3/2		7	61	86
139/4	0.25	12	12	7/16	7/16	3/4	1	1	1/16		1/16	1		6	66	87
35	1.0	12	12	1/2	1/2	3/4	2	1	1/4		1/4	1		2	50	92
35	1.0	12	12	1/2	1/2	3/4	1	2	1/4		1/4	1		3	57	90
35	1.0	12	12	1/2	1/2	3/4	1	1	1/4		1/4	1		12	60	88
36	1.0	13	13	0	0	3/4	2	1	1/4		1/4	1		5	35	97
37	1.0	13	13	1/4	1/4	3/4	2	1	1/4		1/4	1		6	42	98
37	1.0	13	13	1/4	1/4	3/4	2	1	1/4		1/4	1		9	51	98
37	0.75	13	13	1/4	1/4	3/4	1	1	3/16		1/8	3/2		3	57	94
37	0.75	13	13	1/4	1/4	3/4	1	1	3/16		1/8	3/2		7	61	94
151/4	0.25	13	13	7/16	7/16	3/4	1	1	1/16		1/16	1		3	81	95
38	1.0	13	13	1/2	1/2	3/4	2	1	1/4		1/4	1	1	6	54	99
38	1.0	13	13	1/2	1/2	3/4	2	1	1/4		1/4	1	1	9	63	99
38	1.0	13	13	1/2	1/2	3/4	1	1	1/4		1/4	1	1	3	69	96
38	1.0	13	13	1/2	1/2	3/4	1	1	1/4		1/4	1	1	7	73	96
39	1.0	14	14	0	0	3/4	2	1	1/4		1/4	1	-1	6	54	105
39	1.0	14	14	0	0	3/4	2	1	1/4		1/4	1	-1	9	63	105
39	0.75	14	14	0	0	3/4	1	1	3/16		1/8	3/2	-1	3	69	100
39	0.75	14	14	0	0	3/4	1	1	3/16		1/8	3/2	-1	7	73	100
159/4	0.25	14	14	3/16	3/16	3/4	1	1	1/16		1/16	1		3	81	101
40	1.0	14	14	1/4	1/4	3/4	2	1	1/4		1/4	1		5	59	106
40	1.0	14	14	1/4	1/4	3/4	2	1	1/4		1/4	1		9	63	106
40	0.75	14	14	1/4	1/4	3/4	1	1	3/16		1/8	3/2		3	69	102
40	0.75	14	14	1/4	1/4	3/4	1	1	3/16		1/8	3/2		7	73	102
163/4	0.25	14	14	7/16	7/16	3/4	1	1	1/16		1/16	1		3	81	103
41	1.0	14	14	1/2	1/2	3/4	2	1	1/4		1/4	1		6	54	107
41	1.0	14	14	1/2	1/2	3/4	2	1	1/4		1/4	1		9	63	107
41	1.0	14	14	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	104
41	1.0	14	14	1/2	1/2	3/4	1	1	1/4		1/4	1		7	73	104
42	0.0	15	15	0	0	3/4	2	1	0	acciaccatura	1/8	1		6	30	113
42	3.0	15	15	0	0	3/4	2	1	3/4		1/2	3/2		6	42	114
43	1.0	15	15	1/4	1/4	3/4	1	2	1/4		1/4	1		3	57	111
43	0.75	15	15	1/4	1/4	3/4	1	1	3/16		1/8	3/2		7	61	108
175/4	0.25	15	15	7/16	7/16	3/4	1	1	1/16		1/16	1		6	66	109
44	1.0	15	15	1/2	1/2	3/4	1	2	1/4		1/4	1		8	56	112
44	1.0	15	15	1/2	1/2	3/4	1	1	1/4		1/4	1		5	59	110
45	3.0	16	16	0	0	3/4	2	2	3/4		1/2	3/2		6	42	122
45	2.0	16	16	0	0	3/4	2	1	1/2		1/2	1		7	49	120
46	1.0	16	16	1/4	1/4	3/4	1	2	1/4		1/4	1		3	57	118
46	0.75	16	16	1/4	1/4	3/4	1	1	3/16		1/8	3/2		7	61	115
187/4	0.25	16	16	7/16	7/16	3/4	1	1	1/16		1/16	1		6	66	116
47	1.0	16	16	1/2	1/2	3/4	2	1	1/4		1/4	1		2	50	121
47	1.0	16	16	1/2	1/2	3/4	1	2	1/4		1/4	1		3	57	119
47	1.0	16	16	1/2	1/2	3/4	1	1	1/4		1/4	1		12	60	117
48	1.0	17	17	0	0	3/4	2	1	1/4		1/4	1		5	35	126
49	1.0	17	17	1/4	1/4	3/4	2	1	1/4		1/4	1		6	42	127
49	1.0	17	17	1/4	1/4	3/4	2	1	1/4		1/4	1		9	51	127
49	0.75	17	17	1/4	1/4	3/4	1	1	3/16		1/8	3/2		3	57	123
49	0.75	17	17	1/4	1/4	3/4	1	1	3/16		1/8	3/2		7	61	123
199/4	0.25	17	17	7/16	7/16	3/4	1	1	1/16		1/16	1		3	81	124
50	1.0	17	17	1/2	1/2	3/4	2	1	1/4		1/4	1	1	6	54	128
50	1.0	17	17	1/2	1/2	3/4	2	1	1/4		1/4	1	1	9	63	128
50	1.0	17	17	1/2	1/2	3/4	1	1	1/4		1/4	1	1	3	69	125
50	1.0	17	17	1/2	1/2	3/4	1	1	1/4		1/4	1	1	7	73	125
51	1.0	18	18	0	0	3/4	2	1	1/4		1/4	1	-1	6	54	134
51	1.0	18	18	0	0	3/4	2	1	1/4		1/4	1	-1	9	63	134
51	0.75	18	18	0	0	3/4	1	1	3/16		1/8	3/2	-1	3	69	129
51	0.75	18	18	0	0	3/4	1	1	3/16		1/8	3/2	-1	7	73	129
207/4	0.25	18	18	3/16	3/16	3/4	1	1	1/16		1/16	1		3	81	130
52	1.0	18	18	1/4	1/4	3/4	2	1	1/4		1/4	1		5	59	135
52	1.0	18	18	1/4	1/4	3/4	2	1	1/4		1/4	1		9	63	135
52	0.75	18	18	1/4	1/4	3/4	1	1	3/16		1/8	3/2		3	69	131
52	0.75	18	18	1/4	1/4	3/4	1	1	3/16		1/8	3/2		7	73	131
211/4	0.25	18	18	7/16	7/16	3/4	1	1	1/16		1/16	1		3	81	132
53	1.0	18	18	1/2	1/2	3/4	2	1	1/4		1/4	1		6	54	136
53	1.0	18	18	1/2	1/2	3/4	2	1	1/4		1/4	1		9	63	136
53	1.0	18	18	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	133
53	1.0	18	18	1/2	1/2	3/4	1	1	1/4		1/4	1		7	73	133
54	1.0	19	19	0	0	3/4	2	1	1/4		1/4	1		4	28	139
55	1.0	19	19	1/4	1/4	3/4	2	1	1/4		1/4	1		4	40	140
55	1.0	19	19	1/4	1/4	3/4	1	1	1/4		1/4	1		7	61	137
55	1.0	19	19	1/4	1/4	3/4	1	1	1/4		1/4	1		2	62	137
55	1.0	19	19	1/4	1/4	3/4	1	1	1/4		1/4	1		3	69	137
56	1.0	19	19	1/2	1/2	3/4	2	1	1/4		1/4	1		5	47	141
56	1.0	19	19	1/2	1/2	3/4	1	1	1/4		1/4	1	1	5	59	138
56	1.0	19	19	1/2	1/2	3/4	1	1	1/4		1/4	1	1	2	62	138
56	1.0	19	19	1/2	1/2	3/4	1	1	1/4		1/4	1	1	8	68	138
57	1.0	20	20	0	0	3/4	2	1	1/4		1/4	1		4	52	145
57	1.0	20	20	0	0	3/4	1	1	1/4		1/4	1	-1	5	59	142
57	1.0	20	20	0	0	3/4	1	1	1/4		1/4	1	-1	2	62	142
57	1.0	20	20	0	0	3/4	1	1	1/4		1/4	1	-1	8	68	142
58	1.0	20	20	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	146
58	1.0	20	20	1/4	1/4	3/4	1	1	1/4		1/4	1		5	59	143
58	1.0	20	20	1/4	1/4	3/4	1	1	1/4		1/4	1		2	62	143
58	1.0	20	20	1/4	1/4	3/4	1	1	1/4		1/4	1		6	66	143
59	1.0	20	20	1/2	1/2	3/4	2	1	1/4		1/4	1		8	56	147
59	1.0	20	20	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	147
59	1.0	20	20	1/2	1/2	3/4	2	1	1/4		1/4	1		6	66	147
59	1.0	20	20	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71	144
59	1.0	20	20	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	144
59	1.0	20	20	1/2	1/2	3/4	1	1	1/4		1/4	1		6	78	144
60	1.0	21	21	0	0	3/4	1	1	1/4		1/4	1	1	4	76	148
61	1.0	21	21	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	153
61	1.0	21	21	1/4	1/4	3/4	2	1	1/4		1/4	1		7	61	153
61	1.0	21	21	1/4	1/4	3/4	2	1	1/4		1/4	1		4	64	153
61	0.75	21	21	1/4	1/4	3/4	1	1	3/16		1/8	3/2	-1	4	76	149
247/4	0.25	21	21	7/16	7/16	3/4	1	1	1/16		1/16	1		7	73	150
62	1.0	21	21	1/2	1/2	3/4	2	1	1/4		1/4	1		8	56	154
62	1.0	21	21	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61	154
62	1.0	21	21	1/2	1/2	3/4	2	1	1/4		1/4	1		4	64	154
62	0.75	21	21	1/2	1/2	3/4	1	1	3/16		1/8	3/2		3	69	151
251/4	0.25	21	21	11/16	11/16	3/4	1	1	1/16		1/16	1		5	71	152
63	1.0	22	22	0	0	3/4	2	1	1/4		1/4	1		6	54	162
63	1.0	22	22	0	0	3/4	2	1	1/4		1/4	1		7	61	162
63	1.0	22	22	0	0	3/4	2	1	1/4		1/4	1		4	64	162
63	0.75	22	22	0	0	3/4	1	1	3/16		1/8	3/2		7	73	155
255/4	0.25	22	22	3/16	3/16	3/4	1	1	1/16		1/16	1		4	76	156
64	1.0	22	22	1/4	1/4	3/4	2	1	1/4		1/4	1		4	52	163
64	1.0	22	22	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	163
64	1.0	22	22	1/4	1/4	3/4	2	1	1/4		1/4	1		7	61	163
64	1.0	22	22	1/4	1/4	3/4	1	2	1/4		1/4	1		8	68	160
64	0.75	22	22	1/4	1/4	3/4	1	1	3/16		1/8	3/2		7	73	157
259/4	0.25	22	22	7/16	7/16	3/4	1	1	1/16		1/16	1		3	69	158
65	1.0	22	22	1/2	1/2	3/4	2	1	1/4		1/4	1		9	51	164
65	1.0	22	22	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57	164
65	1.0	22	22	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61	164
65	1.0	22	22	1/2	1/2	3/4	1	2	1/4		1/4	1		6	66	161
65	1.0	22	22	1/2	1/2	3/4	1	1	1/4		1/4	1		7	73	159
66	0.5	23	23	0	0	3/4	2	1	1/8		1/8	1		4	28	167
67	1.0	23	23	1/4	1/4	3/4	2	1	1/4		1/4	1		4	40	168
67	1.0	23	23	1/4	1/4	3/4	1	1	1/4		1/4	1		7	61	165
67	1.0	23	23	1/4	1/4	3/4	1	1	1/4		1/4	1		2	62	165
67	1.0	23	23	1/4	1/4	3/4	1	1	1/4		1/4	1		3	69	165
68	1.0	23	23	1/2	1/2	3/4	2	1	1/4		1/4	1		5	47	169
68	1.0	23	23	1/2	1/2	3/4	1	1	1/4		1/4	1	1	5	59	166
68	1.0	23	23	1/2	1/2	3/4	1	1	1/4		1/4	1	1	2	62	166
68	1.0	23	23	1/2	1/2	3/4	1	1	1/4		1/4	1	1	8	68	166
69	1.0	24	24	0	0	3/4	2	1	1/4		1/4	1		4	52	173
69	1.0	24	24	0	0	3/4	1	1	1/4		1/4	1	-1	5	59	170
69	1.0	24	24	0	0	3/4	1	1	1/4		1/4	1	-1	2	62	170
69	1.0	24	24	0	0	3/4	1	1	1/4		1/4	1	-1	8	68	170
70	1.0	24	24	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	174
70	1.0	24	24	1/4	1/4	3/4	1	1	1/4		1/4	1		5	59	171
70	1.0	24	24	1/4	1/4	3/4	1	1	1/4		1/4	1		2	62	171
70	1.0	24	24	1/4	1/4	3/4	1	1	1/4		1/4	1		6	66	171
71	1.0	24	24	1/2	1/2	3/4	2	1	1/4		1/4	1		8	56	175
71	1.0	24	24	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	175
71	1.0	24	24	1/2	1/2	3/4	2	1	1/4		1/4	1		6	66	175
71	1.0	24	24	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71	172
71	1.0	24	24	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	172
71	1.0	24	24	1/2	1/2	3/4	1	1	1/4		1/4	1		6	78	172
72	1.0	25	25	0	0	3/4	1	1	1/4		1/4	1	1	4	76	176
73	1.0	25	25	1/4	1/4	3/4	2	1	1/4		1/4	1		3	33	181
73	1.0	25	25	1/4	1/4	3/4	2	1	1/4		1/4	1		3	45	181
73	0.75	25	25	1/4	1/4	3/4	1	1	3/16		1/8	3/2	-1	4	76	177
295/4	0.25	25	25	7/16	7/16	3/4	1	1	1/16		1/16	1		7	73	178
74	1.0	25	25	1/2	1/2	3/4	2	1	1/4		1/4	1		4	52	182
74	0.75	25	25	1/2	1/2	3/4	1	1	3/16		1/8	3/2		3	69	179
299/4	0.25	25	25	11/16	11/16	3/4	1	1	1/16		1/16	1		5	71	180
75	1.0	26	26	0	0	3/4	2	1	1/4		1/4	1		3	57	188
75	0.75	26	26	0	0	3/4	1	1	3/16		1/8	3/2		7	73	183
303/4	0.25	26	26	3/16	3/16	3/4	1	1	1/16		1/16	1		4	76	184
76	1.0	26	26	1/4	1/4	3/4	2	1	1/4		1/4	1		4	52	189
76	0.75	26	26	1/4	1/4	3/4	1	1	3/16		1/8	3/2		7	73	185
307/4	0.25	26	26	7/16	7/16	3/4	1	1	1/16		1/16	1		3	69	186
77	1.0	26	26	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57	190
77	1.0	26	26	1/2	1/2	3/4	2	1	1/4		1/4	1		4	64	190
77	1.0	26	26	1/2	1/2	3/4	1	1	1/4		1/4	1		1	67	187
77	1.0	26	26	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71	187
77	1.0	26	26	1/2	1/2	3/4	1	1	1/4		1/4	1		7	73	187
78	0.5	27	27	0	0	3/4	2	1	1/8		1/8	1		2	38	196
78	0.5	27	27	0	0	3/4	2	1	1/8		1/8	1		3	45	196
79	2.0	27	27	1/4	1/4	3/4	2	1	1/2		1/2	1		3	57	197
79	2.0	27	27	1/4	1/4	3/4	2	1	1/2		1/2	1		2	62	197
79	2.0	27	27	1/4	1/4	3/4	1	2	1/2		1/2	1		6	66	195
79	0.5	27	27	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	191
159/2	0.5	27	27	3/8	3/8	3/4	1	1	1/8		1/8	1		4	76	192
80	0.5	27	27	1/2	1/2	3/4	1	1	1/8		1/8	1		6	78	193
161/2	0.5	27	27	5/8	5/8	3/4	1	1	1/8		1/8	1		2	74	194
81	0.5	28	28	0	0	3/4	2	1	1/8		1/8	1		2	38	203
81	0.5	28	28	0	0	3/4	2	1	1/8		1/8	1		3	45	203
82	2.0	28	28	1/4	1/4	3/4	2	1	1/2		1/2	1		3	57	204
82	2.0	28	28	1/4	1/4	3/4	2	1	1/2		1/2	1		2	62	204
82	2.0	28	28	1/4	1/4	3/4	1	2	1/2		1/2	1		11	65	202
82	0.3333333333333333	28	28	1/4	1/4	3/4	1	1	1/12		1/8	2/3		7	73	198
247/3	0.3333333333333333	28	28	1/3	1/3	3/4	1	1	1/12		1/8	2/3		2	74	199
248/3	0.3333333333333333	28	28	5/12	5/12	3/4	1	1	1/12		1/8	2/3		7	73	200
83	1.0	28	28	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71	201
84	0.5	29	29	0	0	3/4	2	1	1/8		1/8	1		2	38	210
84	0.5	29	29	0	0	3/4	2	1	1/8		1/8	1		3	45	210
85	2.0	29	29	1/4	1/4	3/4	2	1	1/2		1/2	1		3	57	211
85	2.0	29	29	1/4	1/4	3/4	2	1	1/2		1/2	1		2	62	211
85	2.0	29	29	1/4	1/4	3/4	1	2	1/2		1/2	1		11	65	209
85	0.3333333333333333	29	29	1/4	1/4	3/4	1	1	1/12		1/8	2/3		7	73	205
256/3	0.3333333333333333	29	29	1/3	1/3	3/4	1	1	1/12		1/8	2/3		2	74	206
257/3	0.3333333333333333	29	29	5/12	5/12	3/4	1	1	1/12		1/8	2/3		7	73	207
86	1.0	29	29	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71	208
87	0.5	30	30	0	0	3/4	2	1	1/8		1/8	1		2	38	216
87	0.5	30	30	0	0	3/4	2	1	1/8		1/8	1		3	45	216
88	2.0	30	30	1/4	1/4	3/4	2	2	1/2		1/2	1		1	55	219
88	1.0	30	30	1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	217
88	0.3333333333333333	30	30	1/4	1/4	3/4	1	1	1/12		1/8	2/3		5	71	212
265/3	0.3333333333333333	30	30	1/3	1/3	3/4	1	1	1/12		1/8	2/3		3	81	213
266/3	0.3333333333333333	30	30	5/12	5/12	3/4	1	1	1/12		1/8	2/3		5	71	214
89	1.0	30	30	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61	218
89	1.0	30	30	1/2	1/2	3/4	2	1	1/4		1/4	1		4	64	218
89	1.0	30	30	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	215
90	0.5	31	31	0	0	3/4	2	1	1/8		1/8	1		2	38	225
90	0.5	31	31	0	0	3/4	2	1	1/8		1/8	1		3	45	225
91	2.0	31	31	1/4	1/4	3/4	2	1	1/2		1/2	1		3	57	226
91	2.0	31	31	1/4	1/4	3/4	2	1	1/2		1/2	1		2	62	226
91	2.0	31	31	1/4	1/4	3/4	1	2	1/2		1/2	1		6	66	224
91	0.5	31	31	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	220
183/2	0.5	31	31	3/8	3/8	3/4	1	1	1/8		1/8	1		4	76	221
92	0.5	31	31	1/2	1/2	3/4	1	1	1/8		1/8	1		6	78	222
185/2	0.5	31	31	5/8	5/8	3/4	1	1	1/8		1/8	1		2	74	223
93	0.5	32	32	0	0	3/4	2	1	1/8		1/8	1		2	38	232
93	0.5	32	32	0	0	3/4	2	1	1/8		1/8	1		3	45	232
94	2.0	32	32	1/4	1/4	3/4	2	1	1/2		1/2	1		8	56	233
94	2.0	32	32	1/4	1/4	3/4	2	1	1/2		1/2	1		2	62	233
94	2.0	32	32	1/4	1/4	3/4	1	2	1/2		1/2	1		11	65	231
94	0.3333333333333333	32	32	1/4	1/4	3/4	1	1	1/12		1/8	2/3		7	73	227
283/3	0.3333333333333333	32	32	1/3	1/3	3/4	1	1	1/12		1/8	2/3		2	74	228
284/3	0.3333333333333333	32	32	5/12	5/12	3/4	1	1	1/12		1/8	2/3		7	73	229
95	1.0	32	32	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71	230
96	0.5	33	33	0	0	3/4	2	1	1/8		1/8	1		2	38	239
96	0.5	33	33	0	0	3/4	2	1	1/8		1/8	1		3	45	239
97	2.0	33	33	1/4	1/4	3/4	2	1	1/2		1/2	1		3	57	240
