quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
23	0.5	8	8	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	-5	61	60
23	0.5	8	8	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-3	63	57
23	0.5	8	8	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-2	70	57
24	1.0	9	9	0	0	3/4	2	1	1/4	1/4	1		1	43	66
24	1.0	9	9	0	0	3/4	1	1	1/4	1/4	1	-1	-3	75	61
25	1.0	9	9	1/4	1/4	3/4	2	1	1/4	1/4	1	1	-3	51	67
25	1.0	9	9	1/4	1/4	3/4	2	1	1/4	1/4	1	1	-2	58	67
25	1.0	9	9	1/4	1/4	3/4	2	1	1/4	1/4	1	1	-5	61	67
25	1.0	9	9	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-3	63	64
25	1.0	9	9	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-2	70	64
25	1.5	9	9	1/4	1/4	3/4	1	1	3/8	1/4	3/2		-3	75	62
26	0.5	9	9	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	-3	51	68
26	0.5	9	9	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	-2	58	68
26	0.5	9	9	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	-5	61	68
26	0.5	9	9	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-3	63	65
26	0.5	9	9	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-2	70	65
53/2	0.5	9	9	5/8	5/8	3/4	1	1	1/8	1/8	1		-3	75	63
27	3.0	10	10	0	0	3/4	2	2	3/4	1/2	3/2		-4	32	77
27	3.0	10	10	0	0	3/4	2	2	3/4	1/2	3/2		-4	44	77
27	1.5	10	10	0	0	3/4	1	1	3/8	1/4	3/2		-6	78	69
28	1.5	10	10	1/4	1/4	3/4	2	1	3/8	1/4	3/2		-2	58	75
28	2.0	10	10	1/4	1/4	3/4	2	3	1/2	1/2	1	1	-7	59	78
28	1.5	10	10	1/4	1/4	3/4	2	1	3/8	1/4	3/2		-6	66	75
28	1.5	10	10	1/4	1/4	3/4	1	2	3/8	1/4	3/2		-2	70	72
28	2.0	10	10	1/4	1/4	3/4	1	3	1/2	1/2	1	1	-7	71	74
57/2	0.5	10	10	3/8	3/8	3/4	1	1	1/8	1/8	1		-1	77	70
29	1.0	10	10	1/2	1/2	3/4	1	1	1/4	1/4	1	1	-3	75	71
59/2	0.5	10	10	5/8	5/8	3/4	2	1	1/8	1/8	1		-4	56	76
59/2	0.5	10	10	5/8	5/8	3/4	2	1	1/8	1/8	1		-1	65	76
59/2	0.5	10	10	5/8	5/8	3/4	1	2	1/8	1/8	1		-4	68	73
30	1.0	11	11	0	0	3/4	2	1	1/4	1/4	1		-6	54	86
30	3.0	11	11	0	0	3/4	2	2	3/4	1/2	3/2	-1	-7	59	89
30	1.0	11	11	0	0	3/4	2	1	1/4	1/4	1		-3	63	86
30	1.0	11	11	0	0	3/4	1	2	1/4	1/4	1		-6	66	82
30	3.0	11	11	0	0	3/4	1	3	3/4	1/2	3/2	-1	-7	71	85
30	1.0	11	11	0	0	3/4	1	1	1/4	1/4	1	-1	-3	75	79
31	1.0	11	11	1/4	1/4	3/4	2	1	1/4	1/4	1		-1	53	87
31	1.0	11	11	1/4	1/4	3/4	2	1	1/4	1/4	1		-5	61	87
31	1.0	11	11	1/4	1/4	3/4	1	2	1/4	1/4	1		-1	65	83
31	1.0	11	11	1/4	1/4	3/4	1	1	1/4	1/4	1		-5	73	80
32	1.0	11	11	1/2	1/2	3/4	2	1	1/4	1/4	1		-4	56	88
32	1.0	11	11	1/2	1/2	3/4	2	1	1/4	1/4	1		-1	65	88
32	1.0	11	11	1/2	1/2	3/4	1	2	1/4	1/4	1		-4	68	84
32	1.0	11	11	1/2	1/2	3/4	1	1	1/4	1/4	1		-1	77	81
33	2.0	12	12	0	0	3/4	2	1	1/2	1/2	1		-6	54	95
33	2.0	12	12	0	0	3/4	2	1	1/2	1/2	1		-7	59	95
33	2.0	12	12	0	0	3/4	2	1	1/2	1/2	1		-3	63	95
33	2.0	12	12	0	0	3/4	1	2	1/2	1/2	1		-6	66	93
33	0.5	12	12	0	0	3/4	1	1	1/8	1/8	1		-3	75	90
67/2	0.5	12	12	1/8	1/8	3/4	1	1	1/8	1/8	1		-5	73	91
34	2.0	12	12	1/4	1/4	3/4	1	1	1/2	1/2	1	1	-7	71	92
35	1.0	12	12	1/2	1/2	3/4	1	2	1/4	1/4	1		-1	65	94
36	1.0	13	13	0	0	3/4	2	1	1/4	1/4	1		-3	63	99
36	1.0	13	13	0	0	3/4	1	1	1/4	1/4	1	-1	-7	71	96
37	1.0	13	13	1/4	1/4	3/4	2	1	1/4	1/4	1		-5	61	100
37	1.0	13	13	1/4	1/4	3/4	1	1	1/4	1/4	1		-2	70	97
38	1.0	13	13	1/2	1/2	3/4	2	1	1/4	1/4	1		-7	59	101
38	1.0	13	13	1/2	1/2	3/4	1	1	1/4	1/4	1		-4	68	98
39	3.0	14	14	0	0	3/4	2	2	3/4	1/2	3/2	1	-4	44	115
39	0.5	14	14	0	0	3/4	2	1	1/8	1/8	1		-2	58	109
39	3.0	14	14	0	0	3/4	1	2	3/4	1/2	3/2	1	-7	59	108
39	0.5	14	14	0	0	3/4	1	1	1/8	1/8	1		-6	66	102
79/2	0.5	14	14	1/8	1/8	3/4	2	1	1/8	1/8	1		-4	56	110
79/2	0.5	14	14	1/8	1/8	3/4	1	1	1/8	1/8	1		-1	65	103
40	0.5	14	14	1/4	1/4	3/4	2	1	1/8	1/8	1		-6	54	111
40	0.5	14	14	1/4	1/4	3/4	1	1	1/8	1/8	1		-3	63	104
81/2	0.5	14	14	3/8	3/8	3/4	2	1	1/8	1/8	1		-2	58	112
81/2	0.5	14	14	3/8	3/8	3/4	1	1	1/8	1/8	1		-6	66	105
41	0.5	14	14	1/2	1/2	3/4	2	1	1/8	1/8	1		-4	56	113
41	0.5	14	14	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	65	106
83/2	0.5	14	14	5/8	5/8	3/4	2	1	1/8	1/8	1		-6	54	114
83/2	0.5	14	14	5/8	5/8	3/4	1	1	1/8	1/8	1		-3	63	107
42	3.0	15	15	0	0	3/4	2	2	3/4	1/2	3/2	-1	-4	44	126
42	2.0	15	15	0	0	3/4	2	1	1/2	1/2	1		-2	58	123
42	3.0	15	15	0	0	3/4	1	2	3/4	1/2	3/2	-1	-7	59	122
42	0.5	15	15	0	0	3/4	1	1	1/8	1/8	1		-6	66	116
85/2	0.5	15	15	1/8	1/8	3/4	1	1	1/8	1/8	1		-1	65	117
43	0.5	15	15	1/4	1/4	3/4	1	1	1/8	1/8	1		-3	63	118
87/2	0.5	15	15	3/8	3/8	3/4	1	1	1/8	1/8	1		-6	66	119
44	0.5	15	15	1/2	1/2	3/4	2	1	1/8	1/8	1		-4	56	124
44	0.5	15	15	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	65	120
89/2	0.5	15	15	5/8	5/8	3/4	2	1	1/8	1/8	1		-6	54	125
89/2	0.5	15	15	5/8	5/8	3/4	1	1	1/8	1/8	1		-3	63	121
45	3.0	16	16	0	0	3/4	1	2	3/4	1/2	3/2	1	-1	53	130
45	3.0	16	16	0	0	3/4	1	2	3/4	1/2	3/2	1	-7	59	130
45	0.5	16	16	0	0	3/4	1	1	1/8	1/8	1		-5	61	127
91/2	0.5	16	16	1/8	1/8	3/4	1	1	1/8	1/8	1		-3	63	128
46	2.0	16	16	1/4	1/4	3/4	1	1	1/2	1/2	1	1	-1	65	129
47	1.0	16	16	1/2	1/2	3/4	2	1	1/4	1/4	1		1	43	131
48	1.0	17	17	0	0	3/4	2	1	1/4	1/4	1		-2	46	136
48	2.0	17	17	0	0	3/4	1	2	1/2	1/2	1	-1	-1	53	135
48	2.0	17	17	0	0	3/4	1	2	1/2	1/2	1	-1	-7	59	135
48	0.5	17	17	0	0	3/4	1	1	1/8	1/8	1	-1	-1	65	132
49	1.0	17	17	1/4	1/4	3/4	2	1	1/4	1/4	1		-4	44	137
49	1.0	17	17	1/4	1/4	3/4	1	1	1/4	1/4	1		-5	61	133
50	1.0	17	17	1/2	1/2	3/4	2	1	1/4	1/4	1		-5	37	138
50	1.0	17	17	1/2	1/2	3/4	1	1	1/4	1/4	1		-3	63	134
51	1.0	18	18	0	0	3/4	2	1	1/4	1/4	1		-6	42	144
51	1.5	18	18	0	0	3/4	1	1	3/8	1/4	3/2		-1	65	139
52	1.0	18	18	1/4	1/4	3/4	2	1	1/4	1/4	1		-5	49	145
52	1.0	18	18	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-9	57	142
52	1.0	18	18	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-5	61	142
105/2	0.5	18	18	3/8	3/8	3/4	1	1	1/8	1/8	1		-4	68	140
53	1.0	18	18	1/2	1/2	3/4	2	1	1/4	1/4	1		-5	37	146
53	0.5	18	18	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-9	57	143
53	0.5	18	18	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-5	61	143
53	1.0	18	18	1/2	1/2	3/4	1	1	1/4	1/4	1	1	-1	65	141
54	0.5	19	19	0	0	3/4	2	1	1/8	1/8	1		-6	42	155
54	0.5	19	19	0	0	3/4	1	1	1/8	1/8	1	-1	-1	65	147
109/2	1.5	19	19	1/8	1/8	3/4	2	1	3/8	1/4	3/2		-5	49	156
109/2	0.5	19	19	1/8	1/8	3/4	1	1	1/8	1/8	1		-4	68	148
55	1.0	19	19	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-9	57	153
55	1.0	19	19	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-5	61	153
55	0.5	19	19	1/4	1/4	3/4	1	1	1/8	1/8	1		-1	65	149
111/2	0.5	19	19	3/8	3/8	3/4	1	1	1/8	1/8	1		-4	68	150
56	1.0	19	19	1/2	1/2	3/4	2	1	1/4	1/4	1		-5	37	157
56	0.5	19	19	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-9	57	154
56	0.5	19	19	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-5	61	154
56	0.5	19	19	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	65	151
113/2	0.5	19	19	5/8	5/8	3/4	1	1	1/8	1/8	1		-4	68	152
57	1.0	20	20	0	0	3/4	2	1	1/4	1/4	1		-6	42	162
57	1.0	20	20	0	0	3/4	1	1	1/4	1/4	1		-1	65	158
58	1.0	20	20	1/4	1/4	3/4	2	1	1/4	1/4	1		-5	49	163
58	1.0	20	20	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-9	57	160
58	1.0	20	20	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-5	61	160
59	1.0	20	20	1/2	1/2	3/4	2	1	1/4	1/4	1		-5	37	164
59	0.5	20	20	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-9	57	161
59	0.5	20	20	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-5	61	161
59	1.0	20	20	1/2	1/2	3/4	1	1	1/4	1/4	1	1	-1	65	159
60	0.5	21	21	0	0	3/4	2	1	1/8	1/8	1		-6	42	170
60	1.0	21	21	0	0	3/4	1	1	1/4	1/4	1	-1	-1	65	165
121/2	1.5	21	21	1/8	1/8	3/4	2	1	3/8	1/4	3/2		-5	49	171
61	1.0	21	21	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-9	57	168
61	1.0	21	21	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-5	61	168
61	1.5	21	21	1/4	1/4	3/4	1	1	3/8	1/4	3/2		-5	61	166
62	1.0	21	21	1/2	1/2	3/4	2	1	1/4	1/4	1		-5	37	172
62	0.5	21	21	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-9	57	169
62	0.5	21	21	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-5	61	169
125/2	0.5	21	21	5/8	5/8	3/4	1	1	1/8	1/8	1		-3	63	167
63	1.0	22	22	0	0	3/4	2	1	1/4	1/4	1		-6	42	178
63	1.5	22	22	0	0	3/4	1	1	3/8	1/4	3/2		-1	65	173
64	1.0	22	22	1/4	1/4	3/4	2	1	1/4	1/4	1		-5	49	179
64	1.0	22	22	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-9	57	176
64	1.0	22	22	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-5	61	176
129/2	0.5	22	22	3/8	3/8	3/4	1	1	1/8	1/8	1		-4	68	174
65	1.0	22	22	1/2	1/2	3/4	2	1	1/4	1/4	1		-5	37	180
65	0.5	22	22	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-9	57	177
65	0.5	22	22	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-5	61	177
65	1.0	22	22	1/2	1/2	3/4	1	1	1/4	1/4	1	1	-1	65	175
66	0.5	23	23	0	0	3/4	2	1	1/8	1/8	1		-6	42	189
66	0.5	23	23	0	0	3/4	1	1	1/8	1/8	1	-1	-1	65	181
133/2	1.5	23	23	1/8	1/8	3/4	2	1	3/8	1/4	3/2		-5	49	190
133/2	0.5	23	23	1/8	1/8	3/4	1	1	1/8	1/8	1		-4	68	182
67	1.0	23	23	1/4	1/4	3/4	1	2	1/4	1/4	1		-9	57	187
67	1.0	23	23	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-5	61	187
67	0.5	23	23	1/4	1/4	3/4	1	1	1/8	1/8	1		-1	65	183
135/2	0.5	23	23	3/8	3/8	3/4	1	1	1/8	1/8	1		-4	68	184
68	1.0	23	23	1/2	1/2	3/4	2	1	1/4	1/4	1		-6	42	191
68	1.0	23	23	1/2	1/2	3/4	1	2	1/4	1/4	1		-2	58	188
68	1.0	23	23	1/2	1/2	3/4	1	2	1/4	1/4	1	-1	-5	61	188
68	0.5	23	23	1/2	1/2	3/4	1	1	1/8	1/8	1		-6	66	185
137/2	0.5	23	23	5/8	5/8	3/4	1	1	1/8	1/8	1		-2	70	186
69	1.0	24	24	0	0	3/4	2	1	1/4	1/4	1		1	43	195
69	3.0	24	24	0	0	3/4	1	1	3/4	1/2	3/2	1	-3	75	192
70	1.0	24	24	1/4	1/4	3/4	2	1	1/4	1/4	1	1	-3	51	196
70	1.0	24	24	1/4	1/4	3/4	2	1	1/4	1/4	1	1	-2	58	196
70	1.0	24	24	1/4	1/4	3/4	2	1	1/4	1/4	1	1	-5	61	196
70	1.0	24	24	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-3	63	193
70	1.0	24	24	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-2	70	193
71	0.5	24	24	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	-3	51	197
71	0.5	24	24	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	-2	58	197
71	0.5	24	24	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	-5	61	197
71	0.5	24	24	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-3	63	194
71	0.5	24	24	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-2	70	194
72	1.0	25	25	0	0	3/4	2	1	1/4	1/4	1		1	43	203
72	1.0	25	25	0	0	3/4	1	1	1/4	1/4	1	-1	-3	75	198
73	1.0	25	25	1/4	1/4	3/4	2	1	1/4	1/4	1	1	-3	51	204
73	1.0	25	25	1/4	1/4	3/4	2	1	1/4	1/4	1	1	-2	58	204
73	1.0	25	25	1/4	1/4	3/4	2	1	1/4	1/4	1	1	-5	61	204
73	1.0	25	25	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-3	63	201
73	1.0	25	25	1/4	1/4	3/4	1	2	1/4	1/4	1	1	-2	70	201
73	1.5	25	25	1/4	1/4	3/4	1	1	3/8	1/4	3/2		-3	75	199
74	0.5	25	25	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	-3	51	205
74	0.5	25	25	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	-2	58	205
74	0.5	25	25	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	-5	61	205
74	0.5	25	25	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-3	63	202
74	0.5	25	25	1/2	1/2	3/4	1	2	1/8	1/8	1	-1	-2	70	202
149/2	0.5	25	25	5/8	5/8	3/4	1	1	1/8	1/8	1		-3	75	200
75	2.0	26	26	0	0	3/4	2	2	1/2	1/2	1		-7	35	211
75	2.0	26	26	0	0	3/4	2	2	1/2	1/2	1		-7	47	211
75	1.5	26	26	0	0	3/4	1	1	3/8	1/4	3/2		-2	82	206
76	2.0	26	26	1/4	1/4	3/4	2	1	1/2	1/2	1	1	-6	54	210
76	2.0	26	26	1/4	1/4	3/4	2	1	1/2	1/2	1	1	-7	59	210
76	2.0	26	26	1/4	1/4	3/4	2	1	1/2	1/2	1	1	-3	63	210
76	2.0	26	26	1/4	1/4	3/4	2	1	1/2	1/2	1	1	-6	66	210
76	2.0	26	26	1/4	1/4	3/4	1	2	1/2	1/2	1	1	-7	71	209
76	2.0	26	26	1/4	1/4	3/4	1	2	1/2	1/2	1	1	-3	75	209
153/2	0.5	26	26	3/8	3/8	3/4	1	1	1/8	1/8	1		-4	80	207
77	1.0	26	26	1/2	1/2	3/4	1	1	1/4	1/4	1		-6	78	208
78	0.5	27	27	0	0	3/4	2	1	1/8	1/8	1	-1	-6	54	219
78	0.5	27	27	0	0	3/4	2	1	1/8	1/8	1	-1	-7	59	219
78	0.5	27	27	0	0	3/4	2	1	1/8	1/8	1	-1	-3	63	219
78	0.5	27	27	0	0	3/4	2	1	1/8	1/8	1	-1	-6	66	219
78	1.0	27	27	0	0	3/4	1	2	1/4	1/4	1	-1	-7	71	218
78	1.0	27	27	0	0	3/4	1	2	1/4	1/4	1	-1	-3	75	218
78	0.5	27	27	0	0	3/4	1	1	1/8	1/8	1		-6	78	212
157/2	0.5	27	27	1/8	1/8	3/4	2	1	1/8	1/8	1		-2	70	220
157/2	0.5	27	27	1/8	1/8	3/4	1	1	1/8	1/8	1		-2	82	213
79	0.5	27	27	1/4	1/4	3/4	2	1	1/8	1/8	1		-4	68	221
79	0.5	27	27	1/4	1/4	3/4	1	1	1/8	1/8	1		-4	80	214
159/2	0.5	27	27	3/8	3/8	3/4	2	1	1/8	1/8	1		-6	66	222
159/2	0.5	27	27	3/8	3/8	3/4	1	1	1/8	1/8	1		-6	78	215
80	0.5	27	27	1/2	1/2	3/4	2	1	1/8	1/8	1		-2	70	223
80	0.5	27	27	1/2	1/2	3/4	1	1	1/8	1/8	1		-2	82	216
161/2	0.5	27	27	5/8	5/8	3/4	2	1	1/8	1/8	1		-4	68	224
161/2	0.5	27	27	5/8	5/8	3/4	1	1	1/8	1/8	1		-4	80	217
81	0.5	28	28	0	0	3/4	1	2	1/8	1/8	1		-6	66	231
81	0.5	28	28	0	0	3/4	1	1	1/8	1/8	1		-6	78	225
163/2	0.5	28	28	1/8	1/8	3/4	1	2	1/8	1/8	1		-3	63	232
163/2	0.5	28	28	1/8	1/8	3/4	1	1	1/8	1/8	1		-3	75	226
82	0.5	28	28	1/4	1/4	3/4	1	2	1/8	1/8	1		-5	61	233
82	0.5	28	28	1/4	1/4	3/4	1	1	1/8	1/8	1		-5	73	227
165/2	0.5	28	28	3/8	3/8	3/4	1	2	1/8	1/8	1		-7	59	234
165/2	0.5	28	28	3/8	3/8	3/4	1	1	1/8	1/8	1		-7	71	228
83	0.5	28	28	1/2	1/2	3/4	1	2	1/8	1/8	1		-3	63	235
83	0.5	28	28	1/2	1/2	3/4	1	1	1/8	1/8	1		-3	75	229
167/2	0.5	28	28	5/8	5/8	3/4	1	2	1/8	1/8	1		-5	61	236
167/2	0.5	28	28	5/8	5/8	3/4	1	1	1/8	1/8	1		-5	73	230
84	0.5	29	29	0	0	3/4	2	1	1/8	1/8	1		-7	59	243
84	0.5	29	29	0	0	3/4	1	1	1/8	1/8	1		-7	71	237
169/2	0.5	29	29	1/8	1/8	3/4	2	1	1/8	1/8	1		-4	56	244
169/2	0.5	29	29	1/8	1/8	3/4	1	1	1/8	1/8	1		-4	68	238
85	0.5	29	29	1/4	1/4	3/4	2	1	1/8	1/8	1		-6	54	245
85	0.5	29	29	1/4	1/4	3/4	1	1	1/8	1/8	1		-6	66	239
171/2	0.5	29	29	3/8	3/8	3/4	2	1	1/8	1/8	1		-1	53	246
171/2	0.5	29	29	3/8	3/8	3/4	1	1	1/8	1/8	1		-1	65	240
86	0.5	29	29	1/2	1/2	3/4	2	1	1/8	1/8	1		-4	56	247
86	0.5	29	29	1/2	1/2	3/4	1	1	1/8	1/8	1		-4	68	241
173/2	0.5	29	29	5/8	5/8	3/4	2	1	1/8	1/8	1		-6	54	248
173/2	0.5	29	29	5/8	5/8	3/4	1	1	1/8	1/8	1		-6	66	242
87	0.5	30	30	0	0	3/4	2	1	1/8	1/8	1		-3	51	255
