mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	2.0	0	0	4/4	2	1	1/2		1/2	1	1	5	59	B3	3	4
1	1	0	4.0	0	0	4/4	1	3	1		1	1		2	62	D4	4	3
1	1	1	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		3	69	A4	4	1
1	1	1	3.0	1/4	1/4	4/4	1	1	3/4		1/2	3/2		2	74	D5	5	0
1	1	2	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1	-1	5	59	B3	3	5
1	1	2	2.0	1/2	1/2	4/4	1	2	1/2		1/2	1		1	67	G4	4	2
1	1	5/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	6
1	1	3	0.0	3/4	3/4	4/4	2	1	0	grace16	1/16	2/3		5	59	B3	3	7
1	1	3	0.0	3/4	3/4	4/4	2	1	0	grace16	1/16	2/3		0	60	C4	4	8
1	1	3	0.3333333333333333	3/4	3/4	4/4	2	1	1/12		1/8	2/3		5	59	B3	3	9
1	1	10/3	0.3333333333333333	5/6	5/6	4/4	2	1	1/12		1/8	2/3		0	60	C4	4	10
1	1	11/3	0.3333333333333333	11/12	11/12	4/4	2	1	1/12		1/8	2/3		5	59	B3	3	11
2	2	4	2.0	0	0	4/4	2	1	1/2		1/2	1	1	-2	58	Bb3	3	16
2	2	4	4.0	0	0	4/4	1	3	1		1	1		2	62	D4	4	15
2	2	5	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		3	69	A4	4	13
2	2	5	3.0	1/4	1/4	4/4	1	1	3/4		1/2	3/2		2	74	D5	5	12
2	2	6	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1	-1	-2	58	Bb3	3	17
2	2	6	2.0	1/2	1/2	4/4	1	2	1/2		1/2	1		1	67	G4	4	14
2	2	13/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	18
2	2	7	0.0	3/4	3/4	4/4	2	1	0	grace16	1/16	2/3		-2	58	Bb3	3	19
2	2	7	0.0	3/4	3/4	4/4	2	1	0	grace16	1/16	2/3		0	60	C4	4	20
2	2	7	0.3333333333333333	3/4	3/4	4/4	2	1	1/12		1/8	2/3		-2	58	Bb3	3	21
2	2	22/3	0.3333333333333333	5/6	5/6	4/4	2	1	1/12		1/8	2/3		3	57	A3	3	22
2	2	23/3	0.3333333333333333	11/12	11/12	4/4	2	1	1/12		1/8	2/3	1	1	55	G3	3	23
3	3	8	0.3333333333333333	0	0	4/4	2	1	1/12		1/8	2/3	-1	1	55	G3	3	25
3	3	8	4.0	0	0	4/4	1	1	1		1	1		2	62	D4	4	24
3	3	8	4.0	0	0	4/4	1	1	1		1	1		3	69	A4	4	24
3	3	8	4.0	0	0	4/4	1	1	1		1	1		2	74	D5	5	24
3	3	25/3	0.3333333333333333	1/12	1/12	4/4	2	1	1/12		1/8	2/3		-1	53	F3	3	26
3	3	26/3	0.3333333333333333	1/6	1/6	4/4	2	1	1/12		1/8	2/3		2	50	D3	3	27
3	3	9	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		0	48	C3	3	28
3	3	19/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		2	50	D3	3	29
3	3	10	0.3333333333333333	1/2	1/2	4/4	2	1	1/12		1/8	2/3		3	45	A2	2	30
3	3	31/3	0.3333333333333333	7/12	7/12	4/4	2	1	1/12		1/8	2/3		0	48	C3	3	31
3	3	32/3	0.3333333333333333	2/3	2/3	4/4	2	1	1/12		1/8	2/3	1	2	50	D3	3	32
3	3	11	0.3333333333333333	3/4	3/4	4/4	2	1	1/12		1/8	2/3	-1	2	50	D3	3	33
3	3	34/3	0.3333333333333333	5/6	5/6	4/4	2	1	1/12		1/8	2/3		-1	53	F3	3	34
3	3	35/3	0.3333333333333333	11/12	11/12	4/4	2	1	1/12		1/8	2/3		3	57	A3	3	35
4	4	12	0.3333333333333333	0	0	4/4	2	1	1/12		1/8	2/3		1	55	G3	3	37
4	4	12	3.0	0	0	4/4	1	1	3/4		1/2	3/2		3	57	A3	3	36
4	4	12	3.0	0	0	4/4	1	1	3/4		1/2	3/2		2	62	D4	4	36
4	4	12	3.0	0	0	4/4	1	1	3/4		1/2	3/2		3	69	A4	4	36
4	4	37/3	0.3333333333333333	1/12	1/12	4/4	2	1	1/12		1/8	2/3		-1	53	F3	3	38
4	4	38/3	0.3333333333333333	1/6	1/6	4/4	2	1	1/12		1/8	2/3		2	50	D3	3	39
4	4	13	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		0	48	C3	3	40
4	4	27/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1	1	2	50	D3	3	41
4	4	14	0.3333333333333333	1/2	1/2	4/4	2	1	1/12		1/8	2/3	-1	2	50	D3	3	42
4	4	43/3	0.3333333333333333	7/12	7/12	4/4	2	1	1/12		1/8	2/3		4	52	E3	3	43
4	4	44/3	0.0	2/3	2/3	4/4	2	1	0	grace16	1/16	2/3		2	50	D3	3	44
4	4	44/3	0.0	2/3	2/3	4/4	2	1	0	grace16	1/16	2/3		4	52	E3	3	45
4	4	44/3	0.3333333333333333	2/3	2/3	4/4	2	1	1/12		1/8	2/3		2	50	D3	3	46
4	4	15	0.3333333333333333	3/4	3/4	4/4	2	1	1/12		1/8	2/3		0	48	C3	3	47
4	4	46/3	0.3333333333333333	5/6	5/6	4/4	2	1	1/12		1/8	2/3		3	45	A2	2	48
4	4	47/3	0.3333333333333333	11/12	11/12	4/4	2	1	1/12		1/8	2/3		1	43	G2	2	49
5	5	16	2.0	0	0	4/4	2	1	1/2		1/2	1		3	45	A2	2	58
5	5	33/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		-1	65	F4	4	50
5	5	17	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		-1	53	F3	3	56
5	5	17	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		0	60	C4	4	56
5	5	17	0.3333333333333333	1/4	1/4	4/4	1	1	1/12		1/8	2/3		-1	65	F4	4	51
5	5	52/3	0.3333333333333333	1/3	1/3	4/4	1	1	1/12		1/8	2/3		1	67	G4	4	52
5	5	53/3	0.3333333333333333	5/12	5/12	4/4	1	1	1/12		1/8	2/3		4	64	E4	4	53
5	5	18	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		-4	44	Ab2	2	59
5	5	37/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	54
5	5	19	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		-1	53	F3	3	57
5	5	19	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		-2	58	Bb3	3	57
5	5	19	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		4	64	E4	4	55
6	6	20	1.0	0	0	4/4	2	1	1/4		1/4	1		1	43	G2	2	68
6	6	20	1.0	0	0	4/4	1	2	1/4		1/4	1		-1	53	F3	3	66
6	6	41/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		5	59	B3	3	60
6	6	41/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	60
6	6	21	0.125	1/4	1/4	4/4	2	1	1/32		1/32	1		6	42	F#2	2	69
6	6	21	3.0	1/4	1/4	4/4	1	2	3/4		1/2	3/2		4	52	E3	3	67
6	6	21	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		-2	58	Bb3	3	61
6	6	21	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		2	62	D4	4	61
6	6	169/8	0.125	9/32	9/32	4/4	2	1	1/32		1/32	1		3	45	A2	2	70
6	6	85/4	0.125	5/16	5/16	4/4	2	1	1/32		1/32	1		-4	44	Ab2	2	71
6	6	85/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1	1	0	60	C4	4	62
6	6	85/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1	1	4	64	E4	4	62
6	6	171/8	0.125	11/32	11/32	4/4	2	1	1/32		1/32	1		1	43	G2	2	72
6	6	43/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1	1	6	42	F#2	2	73
6	6	43/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1	0	0	60	C4	4	63
6	6	43/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1	0	4	64	E4	4	63
6	6	22	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1	-1	6	42	F#2	2	74
6	6	22	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1	-1	0	60	C4	4	64
6	6	22	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1	-1	4	64	E4	4	64
6	6	23	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		3	45	A2	2	75
6	6	23	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		-2	58	Bb3	3	65
6	6	23	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		2	62	D4	4	65
6	6	47/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-4	44	Ab2	2	76
7	7	24	1.0	0	0	4/4	2	1	1/4		1/4	1		1	43	G2	2	85
7	7	24	1.0	0	0	4/4	1	2	1/4		1/4	1		-1	53	F3	3	83
7	7	49/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		5	59	B3	3	77
7	7	49/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	77
7	7	25	0.125	1/4	1/4	4/4	2	1	1/32		1/32	1		6	42	F#2	2	86
7	7	25	3.0	1/4	1/4	4/4	1	2	3/4		1/2	3/2		4	52	E3	3	84
7	7	25	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		-2	58	Bb3	3	78
7	7	25	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		2	62	D4	4	78
7	7	201/8	0.125	9/32	9/32	4/4	2	1	1/32		1/32	1		3	45	A2	2	87
7	7	101/4	0.125	5/16	5/16	4/4	2	1	1/32		1/32	1		-4	44	Ab2	2	88
7	7	101/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1	1	0	60	C4	4	79
7	7	101/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1	1	4	64	E4	4	79
7	7	203/8	0.125	11/32	11/32	4/4	2	1	1/32		1/32	1		1	43	G2	2	89
7	7	51/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1	1	6	42	F#2	2	90
