quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
12	0.75	5	5	0	0	6/8	3	1	3/16		1/8	3/2		-2	46	35
12	0.75	5	5	0	0	6/8	3	1	3/16		1/8	3/2		-3	51	35
12	0.75	5	5	0	0	6/8	2	1	3/16		1/8	3/2		-6	54	31
12	0.75	5	5	0	0	6/8	2	1	3/16		1/8	3/2		-5	61	31
51/4	0.75	5	5	3/16	3/16	6/8	3	1	3/16		1/8	3/2		-6	42	36
51/4	0.75	5	5	3/16	3/16	6/8	3	1	3/16		1/8	3/2		-5	49	36
51/4	0.75	5	5	3/16	3/16	6/8	2	1	3/16		1/8	3/2		-3	51	32
51/4	0.75	5	5	3/16	3/16	6/8	2	1	3/16		1/8	3/2		-2	58	32
27/2	0.75	5	5	3/8	3/8	6/8	3	1	3/16		1/8	3/2		-2	46	37
27/2	0.75	5	5	3/8	3/8	6/8	3	1	3/16		1/8	3/2		-3	51	37
27/2	0.75	5	5	3/8	3/8	6/8	2	1	3/16		1/8	3/2		-6	54	33
27/2	0.75	5	5	3/8	3/8	6/8	2	1	3/16		1/8	3/2		-5	61	33
57/4	0.75	5	5	9/16	9/16	6/8	3	1	3/16		1/8	3/2		-5	49	38
57/4	0.75	5	5	9/16	9/16	6/8	3	1	3/16		1/8	3/2		-6	54	38
57/4	0.75	5	5	9/16	9/16	6/8	2	1	3/16		1/8	3/2		-2	58	34
57/4	0.75	5	5	9/16	9/16	6/8	2	1	3/16		1/8	3/2		-3	63	34
15	3.0	6	6	0	0	6/8	3	1	3/4		1/2	3/2	1	-9	33	51
15	3.0	6	6	0	0	6/8	3	1	3/4		1/2	3/2	1	-9	45	51
15	0.5	6	6	0	0	6/8	2	1	1/8		1/8	1		-1	53	45
15	0.5	6	6	0	0	6/8	1	1	1/8		1/8	1		-5	61	39
15	0.5	6	6	0	0	6/8	1	1	1/8		1/8	1		-4	68	39
31/2	0.75	6	6	1/8	1/8	6/8	2	1	3/16		1/8	3/2		-4	56	46
31/2	0.75	6	6	1/8	1/8	6/8	1	1	3/16		1/8	3/2		-5	61	40
31/2	0.75	6	6	1/8	1/8	6/8	1	1	3/16		1/8	3/2		-1	65	40
65/4	0.25	6	6	5/16	5/16	6/8	2	1	1/16		1/16	1		-1	53	47
65/4	0.25	6	6	5/16	5/16	6/8	1	1	1/16		1/16	1		-5	61	41
65/4	0.25	6	6	5/16	5/16	6/8	1	1	1/16		1/16	1		-4	68	41
33/2	0.5	6	6	3/8	3/8	6/8	2	1	1/8		1/8	1		-4	56	48
33/2	0.5	6	6	3/8	3/8	6/8	1	1	1/8		1/8	1		-5	61	42
33/2	0.5	6	6	3/8	3/8	6/8	1	1	1/8		1/8	1		-1	65	42
17	0.5	6	6	1/2	1/2	6/8	2	1	1/8		1/8	1		-1	53	49
17	0.5	6	6	1/2	1/2	6/8	1	1	1/8		1/8	1		-5	61	43
17	0.5	6	6	1/2	1/2	6/8	1	1	1/8		1/8	1		-4	68	43
35/2	0.5	6	6	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	50
35/2	0.5	6	6	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	61	44
35/2	0.5	6	6	5/8	5/8	6/8	1	1	1/8		1/8	1		-1	65	44
18	3.0	7	7	0	0	6/8	3	1	3/4		1/2	3/2	-1	-9	33	58
18	3.0	7	7	0	0	6/8	3	1	3/4		1/2	3/2	-1	-9	45	58
18	0.5	7	7	0	0	6/8	2	1	1/8		1/8	1		-3	51	55
18	0.5	7	7	0	0	6/8	2	1	1/8		1/8	1		-7	59	55
18	0.5	7	7	0	0	6/8	1	1	1/8		1/8	1		-6	66	52
37/2	1.0	7	7	1/8	1/8	6/8	2	1	1/4		1/4	1	1	-6	54	56
37/2	1.0	7	7	1/8	1/8	6/8	3	2	1/4		1/4	1		-9	57	59
37/2	1.0	7	7	1/8	1/8	6/8	2	1	1/4		1/4	1	1	-7	59	56
37/2	1.0	7	7	1/8	1/8	6/8	1	1	1/4		1/4	1		-3	63	53
39/2	1.5	7	7	3/8	3/8	6/8	2	1	3/8		1/4	3/2	-1	-6	54	57
39/2	1.5	7	7	3/8	3/8	6/8	2	1	3/8		1/4	3/2	-1	-7	59	57
39/2	1.5	7	7	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-3	63	54
39/2	1.0	7	7	3/8	3/8	6/8	3	2	1/4		1/4	1		-9	69	60
41/2	0.5	7	7	5/8	5/8	6/8	3	2	1/8		1/8	1		-9	57	61
21	3.0	8	8	0	0	6/8	3	1	3/4		1/2	3/2	1	-9	33	74
21	3.0	8	8	0	0	6/8	3	1	3/4		1/2	3/2	1	-9	45	74
21	0.5	8	8	0	0	6/8	2	1	1/8		1/8	1		-1	53	68
21	0.5	8	8	0	0	6/8	1	1	1/8		1/8	1		-5	61	62
21	0.5	8	8	0	0	6/8	1	1	1/8		1/8	1		-4	68	62
43/2	0.75	8	8	1/8	1/8	6/8	2	1	3/16		1/8	3/2		-4	56	69
43/2	0.75	8	8	1/8	1/8	6/8	1	1	3/16		1/8	3/2		-5	61	63
43/2	0.75	8	8	1/8	1/8	6/8	1	1	3/16		1/8	3/2		-1	65	63
89/4	0.25	8	8	5/16	5/16	6/8	2	1	1/16		1/16	1		-1	53	70
89/4	0.25	8	8	5/16	5/16	6/8	1	1	1/16		1/16	1		-5	61	64
89/4	0.25	8	8	5/16	5/16	6/8	1	1	1/16		1/16	1		-4	68	64
45/2	0.5	8	8	3/8	3/8	6/8	2	1	1/8		1/8	1		-4	56	71
45/2	0.5	8	8	3/8	3/8	6/8	1	1	1/8		1/8	1		-5	61	65
45/2	0.5	8	8	3/8	3/8	6/8	1	1	1/8		1/8	1		-1	65	65
23	0.5	8	8	1/2	1/2	6/8	2	1	1/8		1/8	1		-1	53	72
23	0.5	8	8	1/2	1/2	6/8	1	1	1/8		1/8	1		-5	61	66
23	0.5	8	8	1/2	1/2	6/8	1	1	1/8		1/8	1		-4	68	66
47/2	0.5	8	8	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	73
47/2	0.5	8	8	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	61	67
47/2	0.5	8	8	5/8	5/8	6/8	1	1	1/8		1/8	1		-1	65	67
24	3.0	9	9	0	0	6/8	3	1	3/4		1/2	3/2	0	3	33	85
24	3.0	9	9	0	0	6/8	3	1	3/4		1/2	3/2	0	3	45	85
24	0.5	9	9	0	0	6/8	2	1	1/8		1/8	1		6	54	81
24	0.5	9	9	0	0	6/8	1	1	1/8		1/8	1		2	62	75
24	0.5	9	9	0	0	6/8	1	1	1/8		1/8	1		3	69	75
49/2	0.75	9	9	1/8	1/8	6/8	2	1	3/16		1/8	3/2		-4	56	82
49/2	0.75	9	9	1/8	1/8	6/8	3	2	3/16		1/8	3/2		5	59	86
49/2	0.75	9	9	1/8	1/8	6/8	1	1	3/16		1/8	3/2		2	62	76
49/2	0.75	9	9	1/8	1/8	6/8	1	1	3/16		1/8	3/2		6	66	76
101/4	0.25	9	9	5/16	5/16	6/8	3	2	1/16		1/16	1	1	0	60	87
101/4	0.25	9	9	5/16	5/16	6/8	1	1	1/16		1/16	1		2	62	77
101/4	0.25	9	9	5/16	5/16	6/8	1	1	1/16		1/16	1		3	69	77
51/2	0.5	9	9	3/8	3/8	6/8	2	1	1/8		1/8	1		6	54	83
51/2	0.5	9	9	3/8	3/8	6/8	3	2	1/8		1/8	1	-1	0	60	88
51/2	0.5	9	9	3/8	3/8	6/8	1	1	1/8		1/8	1		2	62	78
51/2	0.5	9	9	3/8	3/8	6/8	1	1	1/8		1/8	1		6	66	78
26	0.5	9	9	1/2	1/2	6/8	2	1	1/8		1/8	1		-4	56	84
26	0.5	9	9	1/2	1/2	6/8	3	2	1/8		1/8	1		5	59	89
26	0.5	9	9	1/2	1/2	6/8	1	1	1/8		1/8	1		2	62	79
26	0.5	9	9	1/2	1/2	6/8	1	1	1/8		1/8	1		3	69	79
53/2	0.5	9	9	5/8	5/8	6/8	3	2	1/8		1/8	1		0	60	90
53/2	0.5	9	9	5/8	5/8	6/8	1	1	1/8		1/8	1		2	62	80
53/2	0.5	9	9	5/8	5/8	6/8	1	1	1/8		1/8	1		6	66	80
27	3.0	10	10	0	0	9/8	3	1	3/4		1/2	3/2	-1	3	33	111
27	3.0	10	10	0	0	9/8	3	1	3/4		1/2	3/2	-1	3	45	111
27	0.5	10	10	0	0	9/8	1	1	1/8		1/8	1		6	66	91
27	0.5	10	10	0	0	9/8	1	1	1/8		1/8	1		2	74	91
27	0.5	10	10	0	0	9/8	1	1	1/8		1/8	1		3	81	91
55/2	0.75	10	10	1/8	1/8	9/8	2	1	3/16		1/8	3/2		2	50	103
55/2	0.75	10	10	1/8	1/8	9/8	1	1	3/16		1/8	3/2		3	69	92
55/2	0.75	10	10	1/8	1/8	9/8	1	1	3/16		1/8	3/2		2	74	92
55/2	0.75	10	10	1/8	1/8	9/8	1	1	3/16		1/8	3/2		6	78	92
113/4	0.25	10	10	5/16	5/16	9/8	2	1	1/16		1/16	1	1	-3	51	104
113/4	0.25	10	10	5/16	5/16	9/8	1	1	1/16		1/16	1		2	74	93
113/4	0.25	10	10	5/16	5/16	9/8	1	1	1/16		1/16	1		6	78	93
113/4	0.25	10	10	5/16	5/16	9/8	1	1	1/16		1/16	1		3	81	93
57/2	0.5	10	10	3/8	3/8	9/8	2	1	1/8		1/8	1	-1	-3	51	105
57/2	0.5	10	10	3/8	3/8	9/8	1	1	1/8		1/8	1		6	66	94
57/2	0.5	10	10	3/8	3/8	9/8	1	1	1/8		1/8	1		2	74	94
57/2	0.5	10	10	3/8	3/8	9/8	1	1	1/8		1/8	1		3	81	94
29	0.5	10	10	1/2	1/2	9/8	2	1	1/8		1/8	1		2	50	106
29	0.5	10	10	1/2	1/2	9/8	1	1	1/8		1/8	1		3	69	95
29	0.5	10	10	1/2	1/2	9/8	1	1	1/8		1/8	1		2	74	95
29	0.5	10	10	1/2	1/2	9/8	1	1	1/8		1/8	1		6	78	95
59/2	0.5	10	10	5/8	5/8	9/8	2	1	1/8		1/8	1	1	-3	51	107
59/2	0.5	10	10	5/8	5/8	9/8	1	1	1/8		1/8	1	1	2	74	96
59/2	0.5	10	10	5/8	5/8	9/8	1	1	1/8		1/8	1	1	6	78	96
59/2	0.5	10	10	5/8	5/8	9/8	1	1	1/8		1/8	1	1	3	81	96
30	0.5	10	10	3/4	3/4	9/8	2	1	1/8		1/8	1	-1	-3	51	108
30	0.5	10	10	3/4	3/4	9/8	1	2	1/8		1/8	1		6	66	100
30	0.5	10	10	3/4	3/4	9/8	1	1	1/8		1/8	1	-1	2	74	97
30	0.5	10	10	3/4	3/4	9/8	1	1	1/8		1/8	1	-1	6	78	97
30	0.5	10	10	3/4	3/4	9/8	1	1	1/8		1/8	1	-1	3	81	97
61/2	0.5	10	10	7/8	7/8	9/8	2	1	1/8		1/8	1		2	50	109
61/2	0.5	10	10	7/8	7/8	9/8	1	2	1/8		1/8	1		3	69	101
61/2	0.5	10	10	7/8	7/8	9/8	1	1	1/8		1/8	1		2	74	98
61/2	0.5	10	10	7/8	7/8	9/8	1	1	1/8		1/8	1		6	78	98
31	0.5	10	10	1	1	9/8	2	1	1/8		1/8	1		-3	51	110
31	0.5	10	10	1	1	9/8	1	2	1/8		1/8	1		2	74	102
31	0.5	10	10	1	1	9/8	1	1	1/8		1/8	1		6	78	99
31	0.5	10	10	1	1	9/8	1	1	1/8		1/8	1		3	81	99
63/2	3.0	11	11	0	0	6/8	3	1	3/4		1/2	3/2		-5	25	117
63/2	3.0	11	11	0	0	6/8	3	1	3/4		1/2	3/2		-5	37	117
63/2	0.5	11	11	0	0	6/8	1	1	1/8		1/8	1		4	76	112
63/2	0.5	11	11	0	0	6/8	1	1	1/8		1/8	1		-1	77	112
63/2	0.5	11	11	0	0	6/8	1	1	1/8		1/8	1		-4	80	112
63/2	0.5	11	11	0	0	6/8	1	1	1/8		1/8	1		-3	87	112
32	0.75	11	11	1/8	1/8	6/8	1	1	3/16		1/8	3/2		-1	77	113
32	0.75	11	11	1/8	1/8	6/8	1	1	3/16		1/8	3/2		-4	80	113
32	0.75	11	11	1/8	1/8	6/8	1	1	3/16		1/8	3/2		-5	85	113
32	0.75	11	11	1/8	1/8	6/8	1	1	3/16		1/8	3/2		-1	89	113
131/4	0.25	11	11	5/16	5/16	6/8	1	1	1/16		1/16	1		-4	68	114
131/4	0.25	11	11	5/16	5/16	6/8	1	1	1/16		1/16	1		-5	73	114
131/4	0.25	11	11	5/16	5/16	6/8	1	1	1/16		1/16	1		-1	77	114
131/4	0.25	11	11	5/16	5/16	6/8	1	1	1/16		1/16	1		-4	80	114
33	0.5	11	11	3/8	3/8	6/8	3	2	1/8		1/8	1		-4	44	118
33	0.5	11	11	3/8	3/8	6/8	3	2	1/8		1/8	1		-2	46	118
33	0.5	11	11	3/8	3/8	6/8	3	2	1/8		1/8	1		-5	49	118
33	0.5	11	11	3/8	3/8	6/8	3	2	1/8		1/8	1		-1	53	118
33	0.75	11	11	3/8	3/8	6/8	1	1	3/16		1/8	3/2		-2	70	115
33	0.75	11	11	3/8	3/8	6/8	1	1	3/16		1/8	3/2		-1	77	115
33	0.75	11	11	3/8	3/8	6/8	1	1	3/16		1/8	3/2		-4	80	115
33	0.75	11	11	3/8	3/8	6/8	1	1	3/16		1/8	3/2		-2	82	115
67/2	1.0	11	11	1/2	1/2	6/8	3	2	1/4		1/4	1		-4	56	119
67/2	1.0	11	11	1/2	1/2	6/8	3	2	1/4		1/4	1		-2	58	119
67/2	1.0	11	11	1/2	1/2	6/8	3	2	1/4		1/4	1		-5	61	119
67/2	1.0	11	11	1/2	1/2	6/8	3	2	1/4		1/4	1		-1	65	119
135/4	0.75	11	11	9/16	9/16	6/8	1	1	3/16		1/8	3/2	1	4	76	116
135/4	0.75	11	11	9/16	9/16	6/8	1	1	3/16		1/8	3/2	1	-1	77	116
135/4	0.75	11	11	9/16	9/16	6/8	1	1	3/16		1/8	3/2	1	-4	80	116
135/4	0.75	11	11	9/16	9/16	6/8	1	1	3/16		1/8	3/2	1	-3	87	116
69/2	3.0	12	12	0	0	6/8	3	1	3/4		1/2	3/2		-5	25	124
69/2	3.0	12	12	0	0	6/8	3	1	3/4		1/2	3/2		-5	37	124
69/2	0.75	12	12	0	0	6/8	1	1	3/16		1/8	3/2	-1	4	76	120
69/2	0.75	12	12	0	0	6/8	1	1	3/16		1/8	3/2	-1	-1	77	120
69/2	0.75	12	12	0	0	6/8	1	1	3/16		1/8	3/2	-1	-4	80	120
69/2	0.75	12	12	0	0	6/8	1	1	3/16		1/8	3/2	-1	-3	87	120
141/4	0.75	12	12	3/16	3/16	6/8	1	1	3/16		1/8	3/2		-1	77	121
141/4	0.75	12	12	3/16	3/16	6/8	1	1	3/16		1/8	3/2		-4	80	121
141/4	0.75	12	12	3/16	3/16	6/8	1	1	3/16		1/8	3/2		-5	85	121
141/4	0.75	12	12	3/16	3/16	6/8	1	1	3/16		1/8	3/2		-1	89	121
36	1.5	12	12	3/8	3/8	6/8	3	2	3/8		1/4	3/2		-4	56	125
36	1.5	12	12	3/8	3/8	6/8	3	2	3/8		1/4	3/2		-2	58	125
36	1.5	12	12	3/8	3/8	6/8	3	2	3/8		1/4	3/2		-5	61	125
36	1.5	12	12	3/8	3/8	6/8	3	2	3/8		1/4	3/2		-1	65	125
36	0.75	12	12	3/8	3/8	6/8	1	1	3/16		1/8	3/2		-4	68	122
36	0.75	12	12	3/8	3/8	6/8	1	1	3/16		1/8	3/2		4	76	122
36	0.75	12	12	3/8	3/8	6/8	1	1	3/16		1/8	3/2		-1	77	122
36	0.75	12	12	3/8	3/8	6/8	1	1	3/16		1/8	3/2		-4	80	122
147/4	0.75	12	12	9/16	9/16	6/8	1	1	3/16		1/8	3/2		-2	70	123
147/4	0.75	12	12	9/16	9/16	6/8	1	1	3/16		1/8	3/2		-5	73	123
147/4	0.75	12	12	9/16	9/16	6/8	1	1	3/16		1/8	3/2		-1	77	123
147/4	0.75	12	12	9/16	9/16	6/8	1	1	3/16		1/8	3/2		-2	82	123
75/2	0.75	13	13	0	0	6/8	3	1	3/16		1/8	3/2		-3	27	131
75/2	0.75	13	13	0	0	6/8	3	1	3/16		1/8	3/2		-2	34	131
75/2	0.75	13	13	0	0	6/8	3	1	3/16		1/8	3/2		-3	39	131
75/2	0.5	13	13	0	0	6/8	1	1	1/8		1/8	1		-3	63	126
75/2	0.5	13	13	0	0	6/8	1	1	1/8		1/8	1		-6	66	126
75/2	0.5	13	13	0	0	6/8	1	1	1/8		1/8	1		-2	70	126
75/2	0.5	13	13	0	0	6/8	1	1	1/8		1/8	1		-3	75	126
38	0.5	13	13	1/8	1/8	6/8	1	1	1/8		1/8	1		-5	61	127
38	0.5	13	13	1/8	1/8	6/8	1	1	1/8		1/8	1		-1	65	127
38	0.5	13	13	1/8	1/8	6/8	1	1	1/8		1/8	1		-4	68	127
38	0.5	13	13	1/8	1/8	6/8	1	1	1/8		1/8	1		-5	73	127
153/4	0.75	13	13	3/16	3/16	6/8	3	1	3/16		1/8	3/2		-6	30	132
153/4	0.75	13	13	3/16	3/16	6/8	3	1	3/16		1/8	3/2		-5	37	132
153/4	0.75	13	13	3/16	3/16	6/8	3	1	3/16		1/8	3/2		-6	42	132
77/2	0.5	13	13	1/4	1/4	6/8	1	1	1/8		1/8	1		-5	61	128
77/2	0.5	13	13	1/4	1/4	6/8	1	1	1/8		1/8	1		-1	65	128
77/2	0.5	13	13	1/4	1/4	6/8	1	1	1/8		1/8	1		-4	68	128
77/2	0.5	13	13	1/4	1/4	6/8	1	1	1/8		1/8	1		-5	73	128
39	0.75	13	13	3/8	3/8	6/8	3	1	3/16		1/8	3/2		-4	32	133
39	0.75	13	13	3/8	3/8	6/8	3	1	3/16		1/8	3/2		-3	39	133
39	0.75	13	13	3/8	3/8	6/8	3	1	3/16		1/8	3/2		-4	44	133
39	0.75	13	13	3/8	3/8	6/8	1	1	3/16		1/8	3/2		0	60	129
39	0.75	13	13	3/8	3/8	6/8	1	1	3/16		1/8	3/2		-3	63	129
39	0.75	13	13	3/8	3/8	6/8	1	1	3/16		1/8	3/2		-6	66	129
39	0.75	13	13	3/8	3/8	6/8	1	1	3/16		1/8	3/2		0	72	129
159/4	0.75	13	13	9/16	9/16	6/8	3	1	3/16		1/8	3/2		-2	34	134
159/4	0.75	13	13	9/16	9/16	6/8	3	1	3/16		1/8	3/2		-1	41	134
159/4	0.75	13	13	9/16	9/16	6/8	3	1	3/16		1/8	3/2		-2	46	134
159/4	0.75	13	13	9/16	9/16	6/8	1	1	3/16		1/8	3/2		-2	58	130
159/4	0.75	13	13	9/16	9/16	6/8	1	1	3/16		1/8	3/2		-5	61	130
159/4	0.75	13	13	9/16	9/16	6/8	1	1	3/16		1/8	3/2		-1	65	130
159/4	0.75	13	13	9/16	9/16	6/8	1	1	3/16		1/8	3/2		-2	70	130
81/2	3.0	14	14	0	0	6/8	3	1	3/4		1/2	3/2		-6	30	140
81/2	3.0	14	14	0	0	6/8	3	1	3/4		1/2	3/2		-5	37	140
81/2	3.0	14	14	0	0	6/8	3	1	3/4		1/2	3/2		-6	42	140
81/2	3.0	14	14	0	0	6/8	1	1	3/4		1/2	3/2		-2	82	135
81/2	3.0	14	14	0	0	6/8	1	1	3/4		1/2	3/2		-5	85	135
81/2	3.0	14	14	0	0	6/8	1	1	3/4		1/2	3/2		-6	90	135
81/2	3.0	14	14	0	0	6/8	1	1	3/4		1/2	3/2		-2	94	135
41	1.0	14	14	1/8	1/8	6/8	3	2	1/4		1/4	1	1	-2	46	141
41	1.0	14	14	1/8	1/8	6/8	2	2	1/4		1/4	1	1	-2	58	138
41	1.0	14	14	1/8	1/8	6/8	1	2	1/4		1/4	1	1	-2	70	136
42	1.5	14	14	3/8	3/8	6/8	3	2	3/8		1/4	3/2	-1	-2	46	142
42	1.5	14	14	3/8	3/8	6/8	2	2	3/8		1/4	3/2	-1	-2	58	139
42	1.5	14	14	3/8	3/8	6/8	1	2	3/8		1/4	3/2	-1	-2	70	137
87/2	0.75	15	15	0	0	6/8	3	1	3/16		1/8	3/2		-3	27	148
87/2	0.75	15	15	0	0	6/8	3	1	3/16		1/8	3/2		-2	34	148
87/2	0.75	15	15	0	0	6/8	3	1	3/16		1/8	3/2		-3	39	148
87/2	0.5	15	15	0	0	6/8	1	1	1/8		1/8	1		-3	63	143
87/2	0.5	15	15	0	0	6/8	1	1	1/8		1/8	1		-6	66	143
87/2	0.5	15	15	0	0	6/8	1	1	1/8		1/8	1		-2	70	143
87/2	0.5	15	15	0	0	6/8	1	1	1/8		1/8	1		-3	75	143
44	0.5	15	15	1/8	1/8	6/8	1	1	1/8		1/8	1		-5	61	144
44	0.5	15	15	1/8	1/8	6/8	1	1	1/8		1/8	1		-1	65	144
44	0.5	15	15	1/8	1/8	6/8	1	1	1/8		1/8	1		-4	68	144
44	0.5	15	15	1/8	1/8	6/8	1	1	1/8		1/8	1		-5	73	144
177/4	0.75	15	15	3/16	3/16	6/8	3	1	3/16		1/8	3/2		-6	30	149
177/4	0.75	15	15	3/16	3/16	6/8	3	1	3/16		1/8	3/2		-5	37	149
177/4	0.75	15	15	3/16	3/16	6/8	3	1	3/16		1/8	3/2		-6	42	149
89/2	0.5	15	15	1/4	1/4	6/8	1	1	1/8		1/8	1		-5	61	145
89/2	0.5	15	15	1/4	1/4	6/8	1	1	1/8		1/8	1		-1	65	145
89/2	0.5	15	15	1/4	1/4	6/8	1	1	1/8		1/8	1		-4	68	145
89/2	0.5	15	15	1/4	1/4	6/8	1	1	1/8		1/8	1		-5	73	145
45	0.75	15	15	3/8	3/8	6/8	3	1	3/16		1/8	3/2		-4	32	150
45	0.75	15	15	3/8	3/8	6/8	3	1	3/16		1/8	3/2		-3	39	150
45	0.75	15	15	3/8	3/8	6/8	3	1	3/16		1/8	3/2		-4	44	150
45	0.75	15	15	3/8	3/8	6/8	1	1	3/16		1/8	3/2		0	60	146
45	0.75	15	15	3/8	3/8	6/8	1	1	3/16		1/8	3/2		-3	63	146
45	0.75	15	15	3/8	3/8	6/8	1	1	3/16		1/8	3/2		-6	66	146
45	0.75	15	15	3/8	3/8	6/8	1	1	3/16		1/8	3/2		0	72	146
183/4	0.75	15	15	9/16	9/16	6/8	3	1	3/16		1/8	3/2		-2	34	151
183/4	0.75	15	15	9/16	9/16	6/8	3	1	3/16		1/8	3/2		-1	41	151
183/4	0.75	15	15	9/16	9/16	6/8	3	1	3/16		1/8	3/2		-2	46	151
183/4	0.75	15	15	9/16	9/16	6/8	1	1	3/16		1/8	3/2		-2	58	147
183/4	0.75	15	15	9/16	9/16	6/8	1	1	3/16		1/8	3/2		-5	61	147
183/4	0.75	15	15	9/16	9/16	6/8	1	1	3/16		1/8	3/2		-1	65	147
183/4	0.75	15	15	9/16	9/16	6/8	1	1	3/16		1/8	3/2		-2	70	147
93/2	0.5	16	16	0	0	6/8	3	1	1/8		1/8	1		-2	46	156
93/2	3.0	16	16	0	0	6/8	2	1	3/4		1/2	3/2		-1	53	155
93/2	3.0	16	16	0	0	6/8	2	1	3/4		1/2	3/2		-6	54	155
93/2	3.0	16	16	0	0	6/8	2	1	3/4		1/2	3/2		-2	58	155
93/2	3.0	16	16	0	0	6/8	1	2	3/4		1/2	3/2		-5	61	153
93/2	3.0	16	16	0	0	6/8	1	1	3/4		1/2	3/2		-1	65	152
47	0.5	16	16	1/8	1/8	6/8	3	1	1/8		1/8	1		-3	39	157
