quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
106/3	0.3333333333333333	9	9	5/6	5/6	4/4	1	1	1/12		1/8	2/3		-5	73	79
106/3	0.3333333333333333	9	9	5/6	5/6	4/4	1	1	1/12		1/8	2/3		-1	77	79
106/3	0.3333333333333333	9	9	5/6	5/6	4/4	1	1	1/12		1/8	2/3		-2	82	79
107/3	0.3333333333333333	9	9	11/12	11/12	4/4	1	1	1/12		1/8	2/3		0	72	80
107/3	0.3333333333333333	9	9	11/12	11/12	4/4	1	1	1/12		1/8	2/3		-3	75	80
107/3	0.3333333333333333	9	9	11/12	11/12	4/4	1	1	1/12		1/8	2/3		1	79	80
107/3	0.3333333333333333	9	9	11/12	11/12	4/4	1	1	1/12		1/8	2/3		0	84	80
36	4.0	10	10	0	0	4/4	3	1	1		1	1	-1	-4	32	97
36	0.5	10	10	0	0	4/4	2	1	1/8		1/8	1		-1	53	91
36	0.5	10	10	0	0	4/4	2	1	1/8		1/8	1		-2	58	91
36	0.5	10	10	0	0	4/4	2	1	1/8		1/8	1		-5	61	91
36	0.5	10	10	0	0	4/4	2	1	1/8		1/8	1		-1	65	91
36	0.5	10	10	0	0	4/4	1	1	1/8		1/8	1		0	72	84
36	0.5	10	10	0	0	4/4	1	1	1/8		1/8	1		-3	75	84
36	0.5	10	10	0	0	4/4	1	1	1/8		1/8	1		1	79	84
36	0.5	10	10	0	0	4/4	1	1	1/8		1/8	1		0	84	84
73/2	0.5	10	10	1/8	1/8	4/4	2	1	1/8		1/8	1		1	55	92
73/2	0.5	10	10	1/8	1/8	4/4	2	1	1/8		1/8	1		0	60	92
73/2	0.5	10	10	1/8	1/8	4/4	2	1	1/8		1/8	1		-3	63	92
73/2	0.5	10	10	1/8	1/8	4/4	2	1	1/8		1/8	1		1	67	92
73/2	0.5	10	10	1/8	1/8	4/4	1	1	1/8		1/8	1		-2	70	85
73/2	0.5	10	10	1/8	1/8	4/4	1	1	1/8		1/8	1		-5	73	85
73/2	0.5	10	10	1/8	1/8	4/4	1	1	1/8		1/8	1		-1	77	85
73/2	0.5	10	10	1/8	1/8	4/4	1	1	1/8		1/8	1		-2	82	85
37	1.0	10	10	1/4	1/4	4/4	2	1	1/4		1/4	1		-4	56	93
37	1.0	10	10	1/4	1/4	4/4	2	1	1/4		1/4	1		-5	61	93
37	1.0	10	10	1/4	1/4	4/4	2	1	1/4		1/4	1		-1	65	93
37	1.0	10	10	1/4	1/4	4/4	2	1	1/4		1/4	1		-4	68	93
37	1.0	10	10	1/4	1/4	4/4	1	1	1/4		1/4	1	1	-2	70	86
37	1.0	10	10	1/4	1/4	4/4	1	1	1/4		1/4	1	1	-5	73	86
37	1.0	10	10	1/4	1/4	4/4	1	1	1/4		1/4	1	1	-1	77	86
37	1.0	10	10	1/4	1/4	4/4	1	1	1/4		1/4	1	1	-2	82	86
38	1.0	10	10	1/2	1/2	4/4	2	1	1/4		1/4	1		1	55	94
38	1.0	10	10	1/2	1/2	4/4	2	1	1/4		1/4	1		0	60	94
38	1.0	10	10	1/2	1/2	4/4	2	1	1/4		1/4	1		-3	63	94
38	1.0	10	10	1/2	1/2	4/4	2	1	1/4		1/4	1		1	67	94
38	0.5	10	10	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	-2	70	87
38	0.5	10	10	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	-5	73	87
38	0.5	10	10	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	-1	77	87
38	0.5	10	10	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	-2	82	87
77/2	0.5	10	10	5/8	5/8	4/4	1	1	1/8		1/8	1		0	72	88
77/2	0.5	10	10	5/8	5/8	4/4	1	1	1/8		1/8	1		-3	75	88
77/2	0.5	10	10	5/8	5/8	4/4	1	1	1/8		1/8	1		1	79	88
77/2	0.5	10	10	5/8	5/8	4/4	1	1	1/8		1/8	1		0	84	88
39	0.5	10	10	3/4	3/4	4/4	2	1	1/8		1/8	1		-1	53	95
39	0.5	10	10	3/4	3/4	4/4	2	1	1/8		1/8	1		-2	58	95
39	0.5	10	10	3/4	3/4	4/4	2	1	1/8		1/8	1		-5	61	95
39	0.5	10	10	3/4	3/4	4/4	2	1	1/8		1/8	1		-1	65	95
39	0.5	10	10	3/4	3/4	4/4	1	1	1/8		1/8	1		-2	70	89
39	0.5	10	10	3/4	3/4	4/4	1	1	1/8		1/8	1		-5	73	89
39	0.5	10	10	3/4	3/4	4/4	1	1	1/8		1/8	1		-1	77	89
39	0.5	10	10	3/4	3/4	4/4	1	1	1/8		1/8	1		-2	82	89
79/2	0.5	10	10	7/8	7/8	4/4	2	1	1/8		1/8	1		-8	52	96
79/2	0.5	10	10	7/8	7/8	4/4	2	1	1/8		1/8	1		-9	57	96
79/2	0.5	10	10	7/8	7/8	4/4	2	1	1/8		1/8	1		-5	61	96
79/2	0.5	10	10	7/8	7/8	4/4	2	1	1/8		1/8	1		-8	64	96
79/2	0.5	10	10	7/8	7/8	4/4	1	1	1/8		1/8	1		-5	73	90
79/2	0.5	10	10	7/8	7/8	4/4	1	1	1/8		1/8	1		-8	76	90
79/2	0.5	10	10	7/8	7/8	4/4	1	1	1/8		1/8	1		-9	81	90
79/2	0.5	10	10	7/8	7/8	4/4	1	1	1/8		1/8	1		-5	85	90
40	4.0	11	11	0	0	4/4	3	1	1		1	1		-4	32	109
40	1.0	11	11	0	0	4/4	1	1	1/4		1/4	1	1	-4	68	98
40	1.0	11	11	0	0	4/4	1	1	1/4		1/4	1	1	0	72	98
40	1.0	11	11	0	0	4/4	1	1	1/4		1/4	1	1	-3	75	98
40	1.0	11	11	0	0	4/4	1	1	1/4		1/4	1	1	-4	80	98
41	1.0	11	11	1/4	1/4	4/4	2	1	1/4		1/4	1		-3	51	106
41	1.0	11	11	1/4	1/4	4/4	2	1	1/4		1/4	1		-4	56	106
41	1.0	11	11	1/4	1/4	4/4	2	1	1/4		1/4	1		0	60	106
41	1.0	11	11	1/4	1/4	4/4	2	1	1/4		1/4	1		-3	63	106
41	0.3333333333333333	11	11	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	-4	68	99
41	0.3333333333333333	11	11	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	0	72	99
41	0.3333333333333333	11	11	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	-3	75	99
41	0.3333333333333333	11	11	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	-4	80	99
124/3	0.3333333333333333	11	11	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-4	68	100
124/3	0.3333333333333333	11	11	1/3	1/3	4/4	1	1	1/12		1/8	2/3		0	72	100
124/3	0.3333333333333333	11	11	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-3	75	100
124/3	0.3333333333333333	11	11	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-4	80	100
125/3	0.3333333333333333	11	11	5/12	5/12	4/4	1	1	1/12		1/8	2/3		-4	68	101
125/3	0.3333333333333333	11	11	5/12	5/12	4/4	1	1	1/12		1/8	2/3		0	72	101
125/3	0.3333333333333333	11	11	5/12	5/12	4/4	1	1	1/12		1/8	2/3		-3	75	101
125/3	0.3333333333333333	11	11	5/12	5/12	4/4	1	1	1/12		1/8	2/3		-4	80	101
42	1.0	11	11	1/2	1/2	4/4	2	1	1/4		1/4	1		-1	53	107
42	1.0	11	11	1/2	1/2	4/4	2	1	1/4		1/4	1		5	59	107
42	1.0	11	11	1/2	1/2	4/4	2	1	1/4		1/4	1		2	62	107
42	1.0	11	11	1/2	1/2	4/4	2	1	1/4		1/4	1		-1	65	107
42	0.3333333333333333	11	11	1/2	1/2	4/4	1	1	1/12		1/8	2/3		1	67	102
42	0.3333333333333333	11	11	1/2	1/2	4/4	1	1	1/12		1/8	2/3		5	71	102
42	0.3333333333333333	11	11	1/2	1/2	4/4	1	1	1/12		1/8	2/3		2	74	102
42	0.3333333333333333	11	11	1/2	1/2	4/4	1	1	1/12		1/8	2/3		1	79	102
127/3	0.3333333333333333	11	11	7/12	7/12	4/4	1	1	1/12		1/8	2/3		1	67	103
127/3	0.3333333333333333	11	11	7/12	7/12	4/4	1	1	1/12		1/8	2/3		5	71	103
127/3	0.3333333333333333	11	11	7/12	7/12	4/4	1	1	1/12		1/8	2/3		2	74	103
127/3	0.3333333333333333	11	11	7/12	7/12	4/4	1	1	1/12		1/8	2/3		1	79	103
128/3	0.3333333333333333	11	11	2/3	2/3	4/4	1	1	1/12		1/8	2/3	1	1	67	104
128/3	0.3333333333333333	11	11	2/3	2/3	4/4	1	1	1/12		1/8	2/3	1	5	71	104
128/3	0.3333333333333333	11	11	2/3	2/3	4/4	1	1	1/12		1/8	2/3	1	2	74	104
128/3	0.3333333333333333	11	11	2/3	2/3	4/4	1	1	1/12		1/8	2/3	1	1	79	104
43	1.0	11	11	3/4	3/4	4/4	2	1	1/4		1/4	1		2	50	108
43	1.0	11	11	3/4	3/4	4/4	2	1	1/4		1/4	1		1	55	108
43	1.0	11	11	3/4	3/4	4/4	2	1	1/4		1/4	1		5	59	108
43	1.0	11	11	3/4	3/4	4/4	2	1	1/4		1/4	1		2	62	108
43	1.0	11	11	3/4	3/4	4/4	1	1	1/4		1/4	1	-1	1	67	105
43	1.0	11	11	3/4	3/4	4/4	1	1	1/4		1/4	1	-1	5	71	105
43	1.0	11	11	3/4	3/4	4/4	1	1	1/4		1/4	1	-1	2	74	105
43	1.0	11	11	3/4	3/4	4/4	1	1	1/4		1/4	1	-1	1	79	105
44	4.0	12	12	0	0	4/4	3	1	1		1	1		-4	32	121
44	1.0	12	12	0	0	4/4	1	1	1/4		1/4	1	1	-1	65	110
44	1.0	12	12	0	0	4/4	1	1	1/4		1/4	1	1	-4	68	110
44	1.0	12	12	0	0	4/4	1	1	1/4		1/4	1	1	0	72	110
44	1.0	12	12	0	0	4/4	1	1	1/4		1/4	1	1	-1	77	110
45	1.0	12	12	1/4	1/4	4/4	2	1	1/4		1/4	1		-3	51	118
45	1.0	12	12	1/4	1/4	4/4	2	1	1/4		1/4	1		-4	56	118
45	1.0	12	12	1/4	1/4	4/4	2	1	1/4		1/4	1		0	60	118
45	1.0	12	12	1/4	1/4	4/4	2	1	1/4		1/4	1		-3	63	118
45	0.3333333333333333	12	12	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	-1	65	111
45	0.3333333333333333	12	12	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	-4	68	111
45	0.3333333333333333	12	12	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	0	72	111
45	0.3333333333333333	12	12	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	-1	77	111
136/3	0.3333333333333333	12	12	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-1	65	112
136/3	0.3333333333333333	12	12	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-4	68	112
136/3	0.3333333333333333	12	12	1/3	1/3	4/4	1	1	1/12		1/8	2/3		0	72	112
136/3	0.3333333333333333	12	12	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-1	77	112
137/3	0.3333333333333333	12	12	5/12	5/12	4/4	1	1	1/12		1/8	2/3		-1	65	113
137/3	0.3333333333333333	12	12	5/12	5/12	4/4	1	1	1/12		1/8	2/3		-4	68	113
137/3	0.3333333333333333	12	12	5/12	5/12	4/4	1	1	1/12		1/8	2/3		0	72	113
137/3	0.3333333333333333	12	12	5/12	5/12	4/4	1	1	1/12		1/8	2/3		-1	77	113
46	1.0	12	12	1/2	1/2	4/4	2	1	1/4		1/4	1		-1	53	119
46	1.0	12	12	1/2	1/2	4/4	2	1	1/4		1/4	1		5	59	119
46	1.0	12	12	1/2	1/2	4/4	2	1	1/4		1/4	1		2	62	119
46	1.0	12	12	1/2	1/2	4/4	2	1	1/4		1/4	1		-1	65	119
46	0.3333333333333333	12	12	1/2	1/2	4/4	1	1	1/12		1/8	2/3		1	67	114
46	0.3333333333333333	12	12	1/2	1/2	4/4	1	1	1/12		1/8	2/3		5	71	114
46	0.3333333333333333	12	12	1/2	1/2	4/4	1	1	1/12		1/8	2/3		2	74	114
46	0.3333333333333333	12	12	1/2	1/2	4/4	1	1	1/12		1/8	2/3		1	79	114
139/3	0.3333333333333333	12	12	7/12	7/12	4/4	1	1	1/12		1/8	2/3		1	67	115
139/3	0.3333333333333333	12	12	7/12	7/12	4/4	1	1	1/12		1/8	2/3		5	71	115
139/3	0.3333333333333333	12	12	7/12	7/12	4/4	1	1	1/12		1/8	2/3		2	74	115
139/3	0.3333333333333333	12	12	7/12	7/12	4/4	1	1	1/12		1/8	2/3		1	79	115
140/3	0.3333333333333333	12	12	2/3	2/3	4/4	1	1	1/12		1/8	2/3	1	1	67	116
140/3	0.3333333333333333	12	12	2/3	2/3	4/4	1	1	1/12		1/8	2/3	1	5	71	116
140/3	0.3333333333333333	12	12	2/3	2/3	4/4	1	1	1/12		1/8	2/3	1	2	74	116
140/3	0.3333333333333333	12	12	2/3	2/3	4/4	1	1	1/12		1/8	2/3	1	1	79	116
47	1.0	12	12	3/4	3/4	4/4	2	1	1/4		1/4	1		2	50	120
47	1.0	12	12	3/4	3/4	4/4	2	1	1/4		1/4	1		1	55	120
47	1.0	12	12	3/4	3/4	4/4	2	1	1/4		1/4	1		5	59	120
47	1.0	12	12	3/4	3/4	4/4	2	1	1/4		1/4	1		2	62	120
47	1.0	12	12	3/4	3/4	4/4	1	1	1/4		1/4	1	-1	1	67	117
47	1.0	12	12	3/4	3/4	4/4	1	1	1/4		1/4	1	-1	5	71	117
47	1.0	12	12	3/4	3/4	4/4	1	1	1/4		1/4	1	-1	2	74	117
47	1.0	12	12	3/4	3/4	4/4	1	1	1/4		1/4	1	-1	1	79	117
48	4.0	13	13	0	0	4/4	3	1	1		1	1	1	-4	32	136
48	1.0	13	13	0	0	4/4	1	1	1/4		1/4	1	1	-4	68	122
48	1.0	13	13	0	0	4/4	1	1	1/4		1/4	1	1	-5	73	122
48	1.0	13	13	0	0	4/4	1	1	1/4		1/4	1	1	-3	75	122
48	1.0	13	13	0	0	4/4	1	1	1/4		1/4	1	1	-4	80	122
49	1.0	13	13	1/4	1/4	4/4	2	1	1/4		1/4	1		-3	51	133
49	1.0	13	13	1/4	1/4	4/4	2	1	1/4		1/4	1		-4	56	133
49	1.0	13	13	1/4	1/4	4/4	2	1	1/4		1/4	1		-5	61	133
49	1.0	13	13	1/4	1/4	4/4	2	1	1/4		1/4	1		-3	63	133
49	0.3333333333333333	13	13	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	-4	68	123
49	0.3333333333333333	13	13	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	-5	73	123
49	0.3333333333333333	13	13	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	-3	75	123
49	0.3333333333333333	13	13	1/4	1/4	4/4	1	1	1/12		1/8	2/3	-1	-4	80	123
148/3	0.3333333333333333	13	13	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-4	68	124
148/3	0.3333333333333333	13	13	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-5	73	124
148/3	0.3333333333333333	13	13	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-3	75	124
148/3	0.3333333333333333	13	13	1/3	1/3	4/4	1	1	1/12		1/8	2/3		-4	80	124
149/3	0.3333333333333333	13	13	5/12	5/12	4/4	1	1	1/12		1/8	2/3		-4	68	125
149/3	0.3333333333333333	13	13	5/12	5/12	4/4	1	1	1/12		1/8	2/3		-5	73	125
